timestamp,ICMP loss,ICMP ping,ICMP response time,B8_ Bits_ received,B8_ Bits_sent,B8_ Duplex_ status,B8_ Inbound_ packets_ discarded,B8_ Inbound_ packets_ with_ errors,B8_ Interface_ type,B8_Operational_ status,B8_ Outbound_ packets_ discarded,B8_ Outbound_ packets_ with_ errors,B8_ Speed,B9_Bits_ received,B9_ Bits_ sent,B9_Duplex_ status,B9_ Inbound_ packets_ discarded,B9_ Inbound_ packets_ with_ errors,B9_ Interface_ type,B9_ Operational_ status,B9_ Outbound_ packets_ discarded,B9_ Outbound_ packets_ with_ errors,B9_ Speed,C1_ Bits_ received,C1_Bits_ sent,C1_ Duplex_ status,C1_Inbound_ packets_ discarded,C1_Inbound_ packets_ with_  errors,C1_ Interface_ type,C1_ Operational_ status,C1_ Outbound_ packets_ discarded,C1_Outbound_ packets_ with_ errors,C1_ Speed,SNMP agent availability,Uptime (network),class,router_name,hop_to_server,hop_to_core,downstream_dependents,path_up,,,,,
1760267460,100,0,0,358728,20363,2,0,0,6,1,0,0,10000000,120,166,2,0,0,6,1,0,0,10000000,19704,250120,3,0,0,6,1,0,0,100000000,1,1141,F,CORE-R4,5,3,4,1,,,,,
1760267520,100,0,0,392836,17992,2,0,0,6,1,0,0,10000000,128,167,2,0,0,6,1,0,0,10000000,18544,221664,3,0,0,6,1,0,0,100000000,1,1261,F,CORE-R4,5,3,4,1,,,,,
1760267580,100,0,0,426944,22824,2,0,0,6,1,0,0,10000000,136,168,2,0,0,6,1,0,0,10000000,17384,842720,3,0,0,6,1,0,0,100000000,1,1416,F,CORE-R4,5,3,4,1,,,,,
1760267640,100,0,0,426179,21867,2,0,0,6,1,0,0,10000000,131,163,2,0,0,6,1,0,0,10000000,18160,702525,3,0,0,6,1,0,0,100000000,1,1416,F,CORE-R4,5,3,4,1,,,,,
1760267700,100,0,0,425413,20909,2,0,0,6,1,0,0,10000000,125,157,2,0,0,6,1,0,0,10000000,18936,562331,3,0,0,6,1,0,0,100000000,1,1515,F,CORE-R4,5,3,4,1,,,,,
1760267760,100,0,0,424648,19952,2,0,0,6,1,0,0,10000000,120,152,2,0,0,6,1,0,0,10000000,19712,422136,3,0,0,6,1,0,0,100000000,1,1586,F,CORE-R4,5,3,4,1,,,,,
1760267820,100,0,0,381254,18995,2,0,0,6,1,0,0,10000000,110,146,2,0,0,6,1,0,0,10000000,18675,398621,3,0,0,6,1,0,0,100000000,1,1636,H,CORE-R4,5,3,4,1,,,,,
1760267880,100,0,0,337860,18037,2,0,0,6,1,0,0,10000000,100,140,2,0,0,6,1,0,0,10000000,17637,375107,3,0,0,6,1,0,0,100000000,1,1699,H,CORE-R4,5,3,4,1,,,,,
1760267940,100,0,0,294466,17080,2,0,0,6,1,0,0,10000000,90,134,2,0,0,6,1,0,0,10000000,16600,351592,3,0,0,6,1,0,0,100000000,1,1771,F,CORE-R4,5,3,4,1,,,,,
1760268000,100,0,0,251072,17216,2,0,0,6,1,0,0,10000000,80,128,2,0,0,6,1,0,0,10000000,16693,345640,3,0,0,6,1,0,0,100000000,1,1821,F,CORE-R4,5,3,4,1,,,,,
1760268060,100,0,0,400968,17352,2,0,0,6,1,0,0,10000000,152,204,2,0,0,6,1,0,0,10000000,16787,339688,3,0,0,6,1,0,0,100000000,1,1883,F,CORE-R4,5,3,4,1,,,,,
1760268120,100,0,0,550864,17488,2,0,0,6,1,0,0,10000000,224,280,2,0,0,6,1,0,0,10000000,16880,333736,3,0,0,6,1,0,0,100000000,1,1951,F,CORE-R4,5,3,4,1,,,,,
1760268180,100,0,0,471312,17091,2,0,0,6,1,0,0,10000000,213,261,2,0,0,6,1,0,0,10000000,16525,323923,3,0,0,6,1,0,0,100000000,1,1995,H,CORE-R4,5,3,4,1,,,,,
1760268240,100,0,0,391760,16693,2,0,0,6,1,0,0,10000000,203,243,2,0,0,6,1,0,0,10000000,16171,314109,3,0,0,6,1,0,0,100000000,1,2056,H,CORE-R4,5,3,4,1,,,,,
1760268300,100,0,0,312208,16296,2,0,0,6,1,0,0,10000000,192,224,2,0,0,6,1,0,0,10000000,15816,304296,3,0,0,6,1,0,0,100000000,1,2126,F,CORE-R4,5,3,4,1,,,,,
1760268360,100,0,0,321389,16517,2,0,0,6,1,0,0,10000000,165,205,2,0,0,6,1,0,0,10000000,16067,316005,3,0,0,6,1,0,0,100000000,1,2176,F,CORE-R4,5,3,4,1,,,,,
1760268420,100,0,0,330571,16739,2,0,0,6,1,0,0,10000000,139,187,2,0,0,6,1,0,0,10000000,16317,327715,3,0,0,6,1,0,0,100000000,1,2236,F,CORE-R4,5,3,4,1,,,,,
1760268480,100,0,0,339752,16960,2,0,0,6,1,0,0,10000000,112,168,2,0,0,6,1,0,0,10000000,16568,339424,3,0,0,6,1,0,0,100000000,1,2311,F,CORE-R4,5,3,4,1,,,,,
1760268540,100,0,0,345298,18028,2,0,0,6,1,0,0,10000000,114,168,2,0,0,6,1,0,0,10000000,17326,345000,3,0,0,6,1,0,0,100000000,1,2363,H,CORE-R4,5,3,4,1,,,,,
1760268600,100,0,0,350844,19096,2,0,0,6,1,0,0,10000000,116,168,2,0,0,6,1,0,0,10000000,18084,350576,3,0,0,6,1,0,0,100000000,1,2415,H,CORE-R4,5,3,4,1,,,,,
1760268660,100,0,0,356390,20164,2,0,0,6,1,0,0,10000000,118,168,2,0,0,6,1,0,0,10000000,18842,356152,3,0,0,6,1,0,0,100000000,1,2415,F,CORE-R4,5,3,4,1,,,,,
1760268720,100,0,0,361936,21232,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,19600,361728,3,0,0,6,1,0,0,100000000,1,2548,F,CORE-R4,5,3,4,1,,,,,
1760268780,100,0,0,362300,25300,2,0,0,6,1,0,0,10000000,124,171,2,0,0,6,1,0,0,10000000,24072,354597,3,0,0,6,1,0,0,100000000,1,2623,F,CORE-R4,5,3,4,1,,,,,
1760268840,100,0,0,362664,29368,2,0,0,6,1,0,0,10000000,128,173,2,0,0,6,1,0,0,10000000,28544,347467,3,0,0,6,1,0,0,100000000,1,2660,F,CORE-R4,5,3,4,1,,,,,
1760268900,100,0,0,374429,28499,2,0,0,6,1,0,0,10000000,123,176,2,0,0,6,1,0,0,10000000,27891,340336,3,0,0,6,1,0,0,100000000,1,2714,F,CORE-R4,5,3,4,1,,,,,
1760268960,100,0,0,386195,27629,2,0,0,6,1,0,0,10000000,117,168,2,0,0,6,1,0,0,10000000,27237,388544,3,0,0,6,1,0,0,100000000,1,2774,F,CORE-R4,5,3,4,1,,,,,
1760269020,100,0,0,397960,26760,2,0,0,6,1,0,0,10000000,112,160,2,0,0,6,1,0,0,10000000,26584,436752,3,0,0,6,1,0,0,100000000,1,2835,F,CORE-R4,5,3,4,1,,,,,
1760269080,100,0,0,383748,28370,2,0,0,6,1,0,0,10000000,114,163,2,0,0,6,1,0,0,10000000,28160,413562,3,0,0,6,1,0,0,100000000,1,2893,F,CORE-R4,5,3,4,1,,,,,
1760269140,100,0,0,369536,29980,2,0,0,6,1,0,0,10000000,116,165,2,0,0,6,1,0,0,10000000,29736,390372,3,0,0,6,1,0,0,100000000,1,2958,F,CORE-R4,5,3,4,1,,,,,
1760269200,100,0,0,355324,31590,2,0,0,6,1,0,0,10000000,118,168,2,0,0,6,1,0,0,10000000,31312,367182,3,0,0,6,1,0,0,100000000,1,3058,F,CORE-R4,5,3,4,1,,,,,
1760269260,100,0,0,341112,33200,2,0,0,6,1,0,0,10000000,120,166,2,0,0,6,1,0,0,10000000,32888,343992,3,0,0,6,1,0,0,100000000,1,3089,F,CORE-R4,5,3,4,1,,,,,
1760269320,100,0,0,262573,25859,2,0,0,6,1,0,0,10000000,117,164,2,0,0,6,1,0,0,10000000,25701,265573,3,0,0,6,1,0,0,100000000,1,3134,H,CORE-R4,5,3,4,1,,,,,
1760269380,100,0,0,184035,18517,2,0,0,6,1,0,0,10000000,115,162,2,0,0,6,1,0,0,10000000,18515,187155,3,0,0,6,1,0,0,100000000,1,3134,H,CORE-R4,5,3,4,1,,,,,
1760269440,100,0,0,105496,11176,2,0,0,6,1,0,0,10000000,112,160,2,0,0,6,1,0,0,10000000,11328,108736,3,0,0,6,1,0,0,100000000,1,3252,H,CORE-R4,5,3,4,1,,,,,
1760269500,100,0,0,293136,18856,2,0,0,6,1,0,0,10000000,116,164,2,0,0,6,1,0,0,10000000,18228,310372,3,0,0,6,1,0,0,100000000,1,3353,H,CORE-R4,5,3,4,1,,,,,
1760269560,100,0,0,480776,26536,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,25128,512008,3,0,0,6,1,0,0,100000000,1,3380,H,CORE-R4,5,3,4,1,,,,,
1760269620,100,0,0,323536,18560,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,17469,344269,3,0,0,6,1,0,0,100000000,1,3434,H,CORE-R4,5,3,4,1,,,,,
1760269680,100,0,0,166296,10584,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,9811,176531,3,0,0,6,1,0,0,100000000,1,3494,H,CORE-R4,5,3,4,1,,,,,
1760269740,100,0,0,9056,2608,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,2152,8792,3,0,0,6,1,0,0,100000000,1,3558,H,CORE-R4,5,3,4,1,,,,,
1760269800,100,0,0,86123,7720,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,7259,85848,3,0,0,6,1,0,0,100000000,1,3614,H,CORE-R4,5,3,4,1,,,,,
1760269860,100,0,0,163189,12832,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,12365,162904,3,0,0,6,1,0,0,100000000,1,3674,H,CORE-R4,5,3,4,1,,,,,
1760269920,100,0,0,240256,17944,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,17472,239960,3,0,0,6,1,0,0,100000000,1,3737,H,CORE-R4,5,3,4,1,,,,,
1760269980,100,0,0,232381,18376,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,17923,232125,3,0,0,6,1,0,0,100000000,1,3794,H,CORE-R4,5,3,4,1,,,,,
1760270040,100,0,0,224507,18808,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,18373,224291,3,0,0,6,1,0,0,100000000,1,3853,H,CORE-R4,5,3,4,1,,,,,
1760270100,100,0,0,216632,19240,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,18824,216456,3,0,0,6,1,0,0,100000000,1,3916,H,CORE-R4,5,3,4,1,,,,,
1760270160,100,0,0,235195,17629,2,0,0,6,1,0,0,10000000,141,187,2,0,0,6,1,0,0,10000000,17200,237621,3,0,0,6,1,0,0,100000000,1,3975,H,CORE-R4,5,3,4,1,,,,,
1760270220,100,0,0,253757,16019,2,0,0,6,1,0,0,10000000,163,205,2,0,0,6,1,0,0,10000000,15576,258787,3,0,0,6,1,0,0,100000000,1,4034,H,CORE-R4,5,3,4,1,,,,,
1760270280,100,0,0,272320,14408,2,0,0,6,1,0,0,10000000,184,224,2,0,0,6,1,0,0,10000000,13952,279952,3,0,0,6,1,0,0,100000000,1,4100,H,CORE-R4,5,3,4,1,,,,,
1760270340,100,0,0,181691,9773,2,0,0,6,1,0,0,10000000,165,208,2,0,0,6,1,0,0,10000000,9312,186696,3,0,0,6,1,0,0,100000000,1,4154,H,CORE-R4,5,3,4,1,,,,,
1760270400,100,0,0,91061,5139,2,0,0,6,1,0,0,10000000,147,192,2,0,0,6,1,0,0,10000000,4672,93440,3,0,0,6,1,0,0,100000000,1,4214,H,CORE-R4,5,3,4,1,,,,,
1760270460,100,0,0,432,504,2,0,0,6,1,0,0,10000000,128,176,2,0,0,6,1,0,0,10000000,32,184,3,0,0,6,1,0,0,100000000,1,4214,H,CORE-R4,5,3,4,1,,,,,
1760270520,100,0,0,451,549,2,0,0,6,1,0,0,10000000,125,173,2,0,0,6,1,0,0,10000000,29,172,3,0,0,6,1,0,0,100000000,1,4293,H,CORE-R4,5,3,4,1,,,,,
1760270580,100,0,0,469,595,2,0,0,6,1,0,0,10000000,123,171,2,0,0,6,1,0,0,10000000,27,160,3,0,0,6,1,0,0,100000000,1,4398,H,CORE-R4,5,3,4,1,,,,,
1760270640,100,0,0,488,640,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,24,148,3,0,0,6,1,0,0,100000000,1,4398,H,CORE-R4,5,3,4,1,,,,,
1760270700,100,0,0,461,592,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,24,136,3,0,0,6,1,0,0,100000000,1,4458,H,CORE-R4,5,3,4,1,,,,,
1760270760,100,0,0,435,544,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,24,188,3,0,0,6,1,0,0,100000000,1,4574,H,CORE-R4,5,3,4,1,,,,,
1760270820,100,0,0,408,496,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,24,240,3,0,0,6,1,0,0,100000000,1,4634,H,CORE-R4,5,3,4,1,,,,,
1760270880,100,0,0,411,472,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,32,219,3,0,0,6,1,0,0,100000000,1,4695,H,CORE-R4,5,3,4,1,,,,,
1760270940,100,0,0,413,448,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,40,197,3,0,0,6,1,0,0,100000000,1,4754,H,CORE-R4,5,3,4,1,,,,,
1760271000,100,0,0,416,424,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,48,176,3,0,0,6,1,0,0,100000000,1,4814,H,CORE-R4,5,3,4,1,,,,,
1760271060,100,0,0,400,451,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,40,176,3,0,0,6,1,0,0,100000000,1,4874,H,CORE-R4,5,3,4,1,,,,,
1760271120,100,0,0,384,477,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,32,176,3,0,0,6,1,0,0,100000000,1,4934,H,CORE-R4,5,3,4,1,,,,,
1760271180,100,0,0,368,504,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,24,176,3,0,0,6,1,0,0,100000000,1,4994,H,CORE-R4,5,3,4,1,,,,,
1760271240,100,0,0,363,515,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,27,176,3,0,0,6,1,0,0,100000000,1,5058,H,CORE-R4,5,3,4,1,,,,,
1760271300,100,0,0,357,525,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,29,176,3,0,0,6,1,0,0,100000000,1,5114,H,CORE-R4,5,3,4,1,,,,,
1760271360,100,0,0,352,536,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,32,176,3,0,0,6,1,0,0,100000000,1,5175,H,CORE-R4,5,3,4,1,,,,,
1760271420,100,0,0,403,483,2,0,0,6,1,0,0,10000000,120,165,2,0,0,6,1,0,0,10000000,32,179,3,0,0,6,1,0,0,100000000,1,5234,H,CORE-R4,5,3,4,1,,,,,
1760271480,100,0,0,453,429,2,0,0,6,1,0,0,10000000,120,163,2,0,0,6,1,0,0,10000000,32,181,3,0,0,6,1,0,0,100000000,1,5295,H,CORE-R4,5,3,4,1,,,,,
1760271540,0,1,0.539333333,504,376,2,0,0,6,1,0,0,10000000,120,160,2,0,0,6,1,0,0,10000000,32,184,3,0,0,6,1,0,0,100000000,1,5354,H,CORE-R4,5,3,4,1,,,,,
1760271600,100,0,0,443,411,2,0,0,6,1,0,0,10000000,120,163,2,0,0,6,1,0,0,10000000,35,181,3,0,0,6,1,0,0,100000000,1,5414,T,CORE-R4,5,3,4,1,,,,,
1760271660,100,0,0,381,445,2,0,0,6,1,0,0,10000000,120,165,2,0,0,6,1,0,0,10000000,37,179,3,0,0,6,1,0,0,100000000,1,5474,T,CORE-R4,5,3,4,1,,,,,
1760271720,100,0,0,320,480,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,40,176,3,0,0,6,1,0,0,100000000,1,5534,T,CORE-R4,5,3,4,1,,,,,
1760271780,0,1,0.475666667,373,483,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,35,176,3,0,0,6,1,0,0,100000000,1,5593,H,CORE-R4,5,3,4,1,,,,,
1760271840,0,1,0.051833333,427,485,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,29,176,3,0,0,6,1,0,0,100000000,1,5654,H,CORE-R4,5,3,4,1,,,,,
1760271900,0,1,0.056266667,480,488,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,24,176,3,0,0,6,1,0,0,100000000,1,5714,H,CORE-R4,5,3,4,1,,,,,
1760295660,100,0,0,354902,20552,2,0,0,6,1,0,0,10000000,112,160,2,0,0,6,1,0,0,10000000,19796,350067,3,0,0,6,1,0,0,100000000,1,5714,T,CORE-R4,5,3,4,1,,,,,
1760295720,0,1,0.095033333,355797,20603,2,0,0,6,1,0,0,10000000,112,160,2,0,0,6,1,0,0,10000000,19846,350950,3,0,0,6,1,0,0,100000000,0,5714,H,CORE-R4,5,3,4,1,,,,,
1760295780,0,1,0.0605,356692,20653,2,0,0,6,1,0,0,10000000,112,160,2,0,0,6,1,0,0,10000000,19896,351834,3,0,0,6,1,0,0,100000000,1,155,H,CORE-R4,5,3,4,1,,,,,
1760295840,100,0,0,357587,20704,2,0,0,6,1,0,0,10000000,112,160,2,0,0,6,1,0,0,10000000,19946,352717,3,0,0,6,1,0,0,100000000,1,251,T,CORE-R4,5,3,4,1,,,,,
1760295900,100,0,0,358482,20755,2,0,0,6,1,0,0,10000000,112,160,2,0,0,6,1,0,0,10000000,19996,353601,3,0,0,6,1,0,0,100000000,1,286,T,CORE-R4,5,3,4,1,,,,,
1760295960,100,0,0,359377,20805,2,0,0,6,1,0,0,10000000,112,160,2,0,0,6,1,0,0,10000000,20046,354484,3,0,0,6,1,0,0,100000000,1,357,T,CORE-R4,5,3,4,1,,,,,
1760296020,100,0,0,360272,20856,2,0,0,6,1,0,0,10000000,112,160,2,0,0,6,1,0,0,10000000,20096,355368,3,0,0,6,1,0,0,100000000,1,439,T,CORE-R4,5,3,4,1,,,,,
1760296080,100,0,0,263008,15931,2,0,0,6,1,0,0,10000000,115,163,2,0,0,6,1,0,0,10000000,15272,259960,3,0,0,6,1,0,0,100000000,1,470,T,CORE-R4,5,3,4,1,,,,,
1760296140,100,0,0,165744,11005,2,0,0,6,1,0,0,10000000,117,165,2,0,0,6,1,0,0,10000000,10448,164552,3,0,0,6,1,0,0,100000000,1,532,T,CORE-R4,5,3,4,1,,,,,
1760296200,100,0,0,68480,6080,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,5624,69144,3,0,0,6,1,0,0,100000000,1,617,T,CORE-R4,5,3,4,1,,,,,
1760296260,33.33333333,1,0.613,175365,11816,2,0,0,6,1,0,0,10000000,123,173,2,0,0,6,1,0,0,10000000,11376,176203,3,0,0,6,1,0,0,100000000,1,650,H,CORE-R4,5,3,4,1,,,,,
1760296320,0,1,0.075566667,282251,17552,2,0,0,6,1,0,0,10000000,125,179,2,0,0,6,1,0,0,10000000,17128,283261,3,0,0,6,1,0,0,100000000,1,705,H,CORE-R4,5,3,4,1,,,,,
1760296380,0,1,0.1511,389136,23288,2,0,0,6,1,0,0,10000000,128,184,2,0,0,6,1,0,0,10000000,22880,390320,3,0,0,6,1,0,0,100000000,1,766,H,CORE-R4,5,3,4,1,,,,,
