timestamp,ICMP loss,ICMP ping,ICMP response time,B8_ Bits_ received,B8_ Bits_sent,B8_ Duplex_ status,B8_ Inbound_ packets_ discarded,B8_ Inbound_ packets_ with_ errors,B8_ Interface_ type,B8_Operational_ status,B8_ Outbound_ packets_ discarded,B8_ Outbound_ packets_ with_ errors,B8_ Speed,B9_Bits_ received,B9_ Bits_ sent,B9_Duplex_ status,B9_ Inbound_ packets_ discarded,B9_ Inbound_ packets_ with_ errors,B9_ Interface_ type,B9_ Operational_ status,B9_ Outbound_ packets_ discarded,B9_ Outbound_ packets_ with_ errors,B9_ Speed,C1_ Bits_ received,C1_Bits_ sent,C1_ Duplex_ status,C1_Inbound_ packets_ discarded,C1_Inbound_ packets_ with_  errors,C1_ Interface_ type,C1_ Operational_ status,C1_ Outbound_ packets_ discarded,C1_Outbound_ packets_ with_ errors,C1_ Speed,SNMP agent availability,Uptime (network),class,router_name,hop_to_server,hop_to_core,downstream_dependents,path_up,,,,,
1760792220,100,0,0,26957,20075,2,0,0,6,1,0,0,10000000,155,200,2,0,0,6,1,0,0,10000000,35712,42787,3,0,0,6,1,0,0,100000000,1,20243,T,CORE-R4,5,3,4,1,,,,,
1760792280,100,0,0,26080,19872,2,0,0,6,1,0,0,10000000,160,200,2,0,0,6,1,0,0,10000000,36032,42480,3,0,0,6,1,0,0,100000000,1,20303,T,CORE-R4,5,3,4,1,,,,,
1760792340,100,0,0,26179,20227,2,0,0,6,1,0,0,10000000,144,189,2,0,0,6,1,0,0,10000000,36373,42544,3,0,0,6,1,0,0,100000000,1,20363,T,CORE-R4,5,3,4,1,,,,,
1760792400,100,0,0,26277,20581,2,0,0,6,1,0,0,10000000,128,179,2,0,0,6,1,0,0,10000000,36715,42608,3,0,0,6,1,0,0,100000000,1,20423,T,CORE-R4,5,3,4,1,,,,,
1760792460,100,0,0,26376,20936,2,0,0,6,1,0,0,10000000,112,168,2,0,0,6,1,0,0,10000000,37056,42672,3,0,0,6,1,0,0,100000000,1,20488,T,CORE-R4,5,3,4,1,,,,,
1760792520,100,0,0,26664,20728,2,0,0,6,1,0,0,10000000,117,168,2,0,0,6,1,0,0,10000000,38667,44795,3,0,0,6,1,0,0,100000000,1,20543,T,CORE-R4,5,3,4,1,,,,,
1760792580,100,0,0,26952,20520,2,0,0,6,1,0,0,10000000,123,168,2,0,0,6,1,0,0,10000000,40277,46917,3,0,0,6,1,0,0,100000000,1,20603,T,CORE-R4,5,3,4,1,,,,,
1760792640,100,0,0,27240,20312,2,0,0,6,1,0,0,10000000,128,168,2,0,0,6,1,0,0,10000000,41888,49040,3,0,0,6,1,0,0,100000000,1,20702,T,CORE-R4,5,3,4,1,,,,,
1760792700,100,0,0,29577,24446,2,0,0,6,1,0,0,10000000,127,168,2,0,0,6,1,0,0,10000000,45817,51059,3,0,0,6,1,0,0,100000000,1,20725,T,CORE-R4,5,3,4,1,,,,,
1760792760,100,0,0,31914,28579,2,0,0,6,1,0,0,10000000,126,168,2,0,0,6,1,0,0,10000000,49746,53079,3,0,0,6,1,0,0,100000000,1,20725,T,CORE-R4,5,3,4,1,,,,,
1760792820,100,0,0,34251,32713,2,0,0,6,1,0,0,10000000,125,168,2,0,0,6,1,0,0,10000000,53675,55098,3,0,0,6,1,0,0,100000000,1,20725,T,CORE-R4,5,3,4,1,,,,,
1760792880,100,0,0,36589,36847,2,0,0,6,1,0,0,10000000,123,168,2,0,0,6,1,0,0,10000000,57605,57118,3,0,0,6,1,0,0,100000000,1,20725,T,CORE-R4,5,3,4,1,,,,,
1760792940,100,0,0,38926,40981,2,0,0,6,1,0,0,10000000,122,168,2,0,0,6,1,0,0,10000000,61534,59137,3,0,0,6,1,0,0,100000000,1,20814,T,CORE-R4,5,3,4,1,,,,,
1760793000,100,0,0,41263,45114,2,0,0,6,1,0,0,10000000,121,168,2,0,0,6,1,0,0,10000000,65463,61157,3,0,0,6,1,0,0,100000000,1,20814,T,CORE-R4,5,3,4,1,,,,,
1760793060,100,0,0,43600,49248,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,69392,63176,3,0,0,6,1,0,0,100000000,1,20814,T,CORE-R4,5,3,4,1,,,,,
1760793120,100,0,0,57428,58220,2,0,0,6,1,0,0,10000000,112,4188,2,0,0,6,1,0,0,10000000,76532,71484,3,0,0,6,1,0,0,100000000,1,21130,H,CORE-R4,5,3,4,1,,,,,
1760793180,100,0,0,71256,67192,2,0,0,6,1,0,0,10000000,104,8208,2,0,0,6,1,0,0,10000000,83672,79792,3,0,0,6,1,0,0,100000000,1,21203,H,CORE-R4,5,3,4,1,,,,,
1760793240,100,0,0,69016,62520,2,0,0,6,1,0,0,10000000,109,5528,2,0,0,6,1,0,0,10000000,78856,80141,3,0,0,6,1,0,0,100000000,1,21203,H,CORE-R4,5,3,4,1,,,,,
1760793300,100,0,0,66776,57848,2,0,0,6,1,0,0,10000000,115,2848,2,0,0,6,1,0,0,10000000,74040,80491,3,0,0,6,1,0,0,100000000,1,21203,H,CORE-R4,5,3,4,1,,,,,
1760793360,100,0,0,64536,53176,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,69224,80840,3,0,0,6,1,0,0,100000000,1,21385,H,CORE-R4,5,3,4,1,,,,,
1760793420,100,0,0,52165,39979,2,0,0,6,1,0,0,10000000,120,171,2,0,0,6,1,0,0,10000000,52568,64979,3,0,0,6,1,0,0,100000000,1,21445,T,CORE-R4,5,3,4,1,,,,,
1760793480,100,0,0,39795,26781,2,0,0,6,1,0,0,10000000,120,173,2,0,0,6,1,0,0,10000000,35912,49117,3,0,0,6,1,0,0,100000000,1,21503,T,CORE-R4,5,3,4,1,,,,,
1760793540,100,0,0,27424,13584,2,0,0,6,1,0,0,10000000,120,176,2,0,0,6,1,0,0,10000000,19256,33256,3,0,0,6,1,0,0,100000000,1,21567,T,CORE-R4,5,3,4,1,,,,,
1760793600,100,0,0,27336,13531,2,0,0,6,1,0,0,10000000,120,176,2,0,0,6,1,0,0,10000000,19172,33135,3,0,0,6,1,0,0,100000000,0,21623,T,CORE-R4,5,3,4,1,,,,,
1760805600,100,0,0,9744,2952,2,0,0,6,1,0,0,10000000,112,168,2,0,0,6,1,0,0,10000000,2424,8984,3,0,0,6,1,0,0,100000000,1,442,T,CORE-R4,5,3,4,1,,,,,
1760805660,100,0,0,9375,2771,2,0,0,6,1,0,0,10000000,114,168,2,0,0,6,1,0,0,10000000,2222,8005,3,0,0,6,1,0,0,100000000,1,480,T,CORE-R4,5,3,4,1,,,,,
1760805720,100,0,0,9006,2590,2,0,0,6,1,0,0,10000000,115,168,2,0,0,6,1,0,0,10000000,2021,7026,3,0,0,6,1,0,0,100000000,1,524,T,CORE-R4,5,3,4,1,,,,,
1760805780,100,0,0,8637,2410,2,0,0,6,1,0,0,10000000,117,168,2,0,0,6,1,0,0,10000000,1819,6046,3,0,0,6,1,0,0,100000000,1,524,T,CORE-R4,5,3,4,1,,,,,
1760805840,100,0,0,8267,2229,2,0,0,6,1,0,0,10000000,118,168,2,0,0,6,1,0,0,10000000,1618,5067,3,0,0,6,1,0,0,100000000,1,654,T,CORE-R4,5,3,4,1,,,,,
1760805900,100,0,0,7898,2048,2,0,0,6,1,0,0,10000000,120,165,2,0,0,6,1,0,0,10000000,1416,4088,3,0,0,6,1,0,0,100000000,1,714,H,CORE-R4,5,3,4,1,,,,,
1760805960,100,0,0,7529,2252,2,0,0,6,1,0,0,10000000,128,163,2,0,0,6,1,0,0,10000000,1636,8984,3,0,0,6,1,0,0,100000000,1,714,H,CORE-R4,5,3,4,1,,,,,
1760806020,100,0,0,7160,2456,2,0,0,6,1,0,0,10000000,136,160,2,0,0,6,1,0,0,10000000,1856,13880,3,0,0,6,1,0,0,100000000,1,819,H,CORE-R4,5,3,4,1,,,,,
1760806080,100,0,0,15448,7593,2,0,0,6,1,0,0,10000000,130,161,2,0,0,6,1,0,0,10000000,11765,19576,3,0,0,6,1,0,0,100000000,1,887,H,CORE-R4,5,3,4,1,,,,,
1760806140,100,0,0,23736,12730,2,0,0,6,1,0,0,10000000,124,162,2,0,0,6,1,0,0,10000000,21675,25272,3,0,0,6,1,0,0,100000000,1,887,H,CORE-R4,5,3,4,1,,,,,
1760806200,100,0,0,32024,17867,2,0,0,6,1,0,0,10000000,118,163,2,0,0,6,1,0,0,10000000,31584,30968,3,0,0,6,1,0,0,100000000,1,1046,H,CORE-R4,5,3,4,1,,,,,
1760806260,100,0,0,56974,23005,2,0,0,6,1,0,0,10000000,112,165,2,0,0,6,1,0,0,10000000,34768,55389,3,0,0,6,1,0,0,100000000,1,1046,H,CORE-R4,5,3,4,1,,,,,
1760806320,100,0,0,81925,28142,2,0,0,6,1,0,0,10000000,115,166,2,0,0,6,1,0,0,10000000,37952,79810,3,0,0,6,1,0,0,100000000,1,1150,H,CORE-R4,5,3,4,1,,,,,
1760806380,100,0,0,106875,33279,2,0,0,6,1,0,0,10000000,117,167,2,0,0,6,1,0,0,10000000,41136,104230,3,0,0,6,1,0,0,100000000,1,1150,H,CORE-R4,5,3,4,1,,,,,
1760806440,100,0,0,131826,38416,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,44320,128651,3,0,0,6,1,0,0,100000000,1,1269,H,CORE-R4,5,3,4,1,,,,,
1760806500,100,0,0,156776,39712,2,0,0,6,1,0,0,10000000,116,164,2,0,0,6,1,0,0,10000000,44491,153072,3,0,0,6,1,0,0,100000000,1,1322,H,CORE-R4,5,3,4,1,,,,,
1760806560,100,0,0,138538,41008,2,0,0,6,1,0,0,10000000,112,160,2,0,0,6,1,0,0,10000000,44662,136622,3,0,0,6,1,0,0,100000000,1,1322,H,CORE-R4,5,3,4,1,,,,,
1760806620,100,0,0,120300,44016,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,44834,120172,3,0,0,6,1,0,0,100000000,1,1322,H,CORE-R4,5,3,4,1,,,,,
1760806680,100,0,0,102062,47024,2,0,0,6,1,0,0,10000000,128,176,2,0,0,6,1,0,0,10000000,45005,103722,3,0,0,6,1,0,0,100000000,1,1490,H,CORE-R4,5,3,4,1,,,,,
1760806740,100,0,0,83824,50032,2,0,0,6,1,0,0,10000000,136,184,2,0,0,6,1,0,0,10000000,45176,87272,3,0,0,6,1,0,0,100000000,1,1566,H,CORE-R4,5,3,4,1,,,,,
1760806800,100,0,0,72524,46150,2,0,0,6,1,0,0,10000000,130,180,2,0,0,6,1,0,0,10000000,42516,75058,3,0,0,6,1,0,0,100000000,1,1628,H,CORE-R4,5,3,4,1,,,,,
1760806860,100,0,0,61224,42268,2,0,0,6,1,0,0,10000000,124,176,2,0,0,6,1,0,0,10000000,39856,62844,3,0,0,6,1,0,0,100000000,1,1628,H,CORE-R4,5,3,4,1,,,,,
1760806920,100,0,0,49924,38386,2,0,0,6,1,0,0,10000000,118,172,2,0,0,6,1,0,0,10000000,37196,50630,3,0,0,6,1,0,0,100000000,1,1628,H,CORE-R4,5,3,4,1,,,,,
1760806980,100,0,0,38624,34504,2,0,0,6,1,0,0,10000000,112,168,2,0,0,6,1,0,0,10000000,34536,38416,3,0,0,6,1,0,0,100000000,1,1781,H,CORE-R4,5,3,4,1,,,,,
1760807040,100,0,0,100176,45693,2,0,0,6,1,0,0,10000000,115,165,2,0,0,6,1,0,0,10000000,45293,81876,3,0,0,6,1,0,0,100000000,1,1835,H,CORE-R4,5,3,4,1,,,,,
1760807100,100,0,0,161728,56883,2,0,0,6,1,0,0,10000000,117,163,2,0,0,6,1,0,0,10000000,56051,125336,3,0,0,6,1,0,0,100000000,1,1835,H,CORE-R4,5,3,4,1,,,,,
1760807160,100,0,0,223280,68072,2,0,0,6,1,0,0,10000000,120,160,2,0,0,6,1,0,0,10000000,66808,168796,3,0,0,6,1,0,0,100000000,1,1835,H,CORE-R4,5,3,4,1,,,,,
1760807220,100,0,0,192436,100904,2,0,0,6,1,0,0,10000000,208,228,2,0,0,6,1,0,0,10000000,99788,212256,3,0,0,6,1,0,0,100000000,1,2016,H,CORE-R4,5,3,4,1,,,,,
1760807280,100,0,0,161592,133736,2,0,0,6,1,0,0,10000000,296,296,2,0,0,6,1,0,0,10000000,132768,230939,3,0,0,6,1,0,0,100000000,1,2090,H,CORE-R4,5,3,4,1,,,,,
1760807340,100,0,0,207270,133122,2,0,0,6,1,0,0,10000000,252,260,2,0,0,6,1,0,0,10000000,132246,249622,3,0,0,6,1,0,0,100000000,1,2151,H,CORE-R4,5,3,4,1,,,,,
1760807400,100,0,0,252948,132508,2,0,0,6,1,0,0,10000000,208,224,2,0,0,6,1,0,0,10000000,131724,268306,3,0,0,6,1,0,0,100000000,1,2151,H,CORE-R4,5,3,4,1,,,,,
1760807460,100,0,0,298626,131894,2,0,0,6,1,0,0,10000000,164,188,2,0,0,6,1,0,0,10000000,131202,286989,3,0,0,6,1,0,0,100000000,1,2151,H,CORE-R4,5,3,4,1,,,,,
1760807520,100,0,0,344304,131280,2,0,0,6,1,0,0,10000000,120,152,2,0,0,6,1,0,0,10000000,130680,305672,3,0,0,6,1,0,0,100000000,1,2319,H,CORE-R4,5,3,4,1,,,,,
1760807580,100,0,0,362344,131340,2,0,0,6,1,0,0,10000000,112,168,2,0,0,6,1,0,0,10000000,130936,336308,3,0,0,6,1,0,0,100000000,1,2319,H,CORE-R4,5,3,4,1,,,,,
1760807640,100,0,0,380384,131400,2,0,0,6,1,0,0,10000000,104,184,2,0,0,6,1,0,0,10000000,131192,366944,3,0,0,6,1,0,0,100000000,1,2473,H,CORE-R4,5,3,4,1,,,,,
1760807700,100,0,0,356555,132339,2,0,0,6,1,0,0,10000000,112,181,2,0,0,6,1,0,0,10000000,131952,347360,3,0,0,6,1,0,0,100000000,1,2513,H,CORE-R4,5,3,4,1,,,,,
1760807760,100,0,0,332725,133277,2,0,0,6,1,0,0,10000000,120,179,2,0,0,6,1,0,0,10000000,132712,327776,3,0,0,6,1,0,0,100000000,1,2513,H,CORE-R4,5,3,4,1,,,,,
1760807820,100,0,0,308896,134216,2,0,0,6,1,0,0,10000000,128,176,2,0,0,6,1,0,0,10000000,133472,308192,3,0,0,6,1,0,0,100000000,1,2626,H,CORE-R4,5,3,4,1,,,,,
1760807880,100,0,0,332571,134080,2,0,0,6,1,0,0,10000000,125,171,2,0,0,6,1,0,0,10000000,133565,331899,3,0,0,6,1,0,0,100000000,1,2695,H,CORE-R4,5,3,4,1,,,,,
1760807940,100,0,0,356245,133944,2,0,0,6,1,0,0,10000000,123,165,2,0,0,6,1,0,0,10000000,133659,355605,3,0,0,6,1,0,0,100000000,1,2695,H,CORE-R4,5,3,4,1,,,,,
1760808000,100,0,0,379920,133808,2,0,0,6,1,0,0,10000000,120,160,2,0,0,6,1,0,0,10000000,133752,379312,3,0,0,6,1,0,0,100000000,1,2815,H,CORE-R4,5,3,4,1,,,,,
1760808060,100,0,0,340960,131680,2,0,0,6,1,0,0,10000000,117,158,2,0,0,6,1,0,0,10000000,132347,344971,3,0,0,6,1,0,0,100000000,1,2876,H,CORE-R4,5,3,4,1,,,,,
1760808120,100,0,0,302000,129552,2,0,0,6,1,0,0,10000000,115,156,2,0,0,6,1,0,0,10000000,130941,310629,3,0,0,6,1,0,0,100000000,1,2876,H,CORE-R4,5,3,4,1,,,,,
1760808180,100,0,0,263040,127424,2,0,0,6,1,0,0,10000000,112,154,2,0,0,6,1,0,0,10000000,129536,276288,3,0,0,6,1,0,0,100000000,1,3002,H,CORE-R4,5,3,4,1,,,,,
1760808240,100,0,0,265528,129280,2,0,0,6,1,0,0,10000000,115,152,2,0,0,6,1,0,0,10000000,129133,273448,3,0,0,6,1,0,0,100000000,1,3042,H,CORE-R4,5,3,4,1,,,,,
1760808300,100,0,0,268016,131136,2,0,0,6,1,0,0,10000000,117,168,2,0,0,6,1,0,0,10000000,128731,270608,3,0,0,6,1,0,0,100000000,1,3147,H,CORE-R4,5,3,4,1,,,,,
1760808360,100,0,0,270504,132992,2,0,0,6,1,0,0,10000000,120,184,2,0,0,6,1,0,0,10000000,128328,267768,3,0,0,6,1,0,0,100000000,1,3192,H,CORE-R4,5,3,4,1,,,,,
1760808420,100,0,0,301835,133144,2,0,0,6,1,0,0,10000000,122,180,2,0,0,6,1,0,0,10000000,129416,290758,3,0,0,6,1,0,0,100000000,1,3232,H,CORE-R4,5,3,4,1,,,,,
1760808480,100,0,0,333165,133296,2,0,0,6,1,0,0,10000000,124,176,2,0,0,6,1,0,0,10000000,130504,313748,3,0,0,6,1,0,0,100000000,1,3232,H,CORE-R4,5,3,4,1,,,,,
1760808540,100,0,0,364496,133448,2,0,0,6,1,0,0,10000000,126,172,2,0,0,6,1,0,0,10000000,131592,336738,3,0,0,6,1,0,0,100000000,1,3377,H,CORE-R4,5,3,4,1,,,,,
1760808600,100,0,0,349203,133600,2,0,0,6,1,0,0,10000000,128,168,2,0,0,6,1,0,0,10000000,131568,359728,3,0,0,6,1,0,0,100000000,1,3429,H,CORE-R4,5,3,4,1,,,,,
1760808660,100,0,0,333910,132432,2,0,0,6,1,0,0,10000000,123,170,2,0,0,6,1,0,0,10000000,131544,337968,3,0,0,6,1,0,0,100000000,1,3429,H,CORE-R4,5,3,4,1,,,,,
1760808720,100,0,0,318618,131264,2,0,0,6,1,0,0,10000000,117,172,2,0,0,6,1,0,0,10000000,131520,316208,3,0,0,6,1,0,0,100000000,1,3429,H,CORE-R4,5,3,4,1,,,,,
1760808780,100,0,0,303325,130096,2,0,0,6,1,0,0,10000000,112,174,2,0,0,6,1,0,0,10000000,131496,294448,3,0,0,6,1,0,0,100000000,1,3606,H,CORE-R4,5,3,4,1,,,,,
1760808840,100,0,0,288032,129948,2,0,0,6,1,0,0,10000000,112,176,2,0,0,6,1,0,0,10000000,130782,272688,3,0,0,6,1,0,0,100000000,1,3606,H,CORE-R4,5,3,4,1,,,,,
1760808900,100,0,0,285931,129800,2,0,0,6,1,0,0,10000000,112,172,2,0,0,6,1,0,0,10000000,130068,277682,3,0,0,6,1,0,0,100000000,1,3713,H,CORE-R4,5,3,4,1,,,,,
1760808960,100,0,0,283829,129652,2,0,0,6,1,0,0,10000000,112,168,2,0,0,6,1,0,0,10000000,129354,282676,3,0,0,6,1,0,0,100000000,1,3713,H,CORE-R4,5,3,4,1,,,,,
1760809020,100,0,0,281728,129504,2,0,0,6,1,0,0,10000000,112,164,2,0,0,6,1,0,0,10000000,128640,287670,3,0,0,6,1,0,0,100000000,1,3825,H,CORE-R4,5,3,4,1,,,,,
1760809080,100,0,0,276160,131544,2,0,0,6,1,0,0,10000000,128,160,2,0,0,6,1,0,0,10000000,131136,292664,3,0,0,6,1,0,0,100000000,1,3825,H,CORE-R4,5,3,4,1,,,,,
1760809140,100,0,0,282264,130640,2,0,0,6,1,0,0,10000000,132,168,2,0,0,6,1,0,0,10000000,130139,292720,3,0,0,6,1,0,0,100000000,1,3932,H,CORE-R4,5,3,4,1,,,,,
1760809200,100,0,0,288368,129736,2,0,0,6,1,0,0,10000000,136,176,2,0,0,6,1,0,0,10000000,129141,292776,3,0,0,6,1,0,0,100000000,1,4044,H,CORE-R4,5,3,4,1,,,,,
1760809260,100,0,0,304650,128832,2,0,0,6,1,0,0,10000000,148,186,2,0,0,6,1,0,0,10000000,128144,292832,3,0,0,6,1,0,0,100000000,1,4100,H,CORE-R4,5,3,4,1,,,,,
1760809320,100,0,0,320932,130533,2,0,0,6,1,0,0,10000000,160,196,2,0,0,6,1,0,0,10000000,129912,309429,3,0,0,6,1,0,0,100000000,1,4131,H,CORE-R4,5,3,4,1,,,,,
1760809380,100,0,0,337214,132235,2,0,0,6,1,0,0,10000000,172,206,2,0,0,6,1,0,0,10000000,131680,326027,3,0,0,6,1,0,0,100000000,1,4131,H,CORE-R4,5,3,4,1,,,,,
1760809440,100,0,0,353496,133936,2,0,0,6,1,0,0,10000000,184,216,2,0,0,6,1,0,0,10000000,133448,342624,3,0,0,6,1,0,0,100000000,1,4247,H,CORE-R4,5,3,4,1,,,,,
1760809500,100,0,0,361544,134680,2,0,0,6,1,0,0,10000000,160,197,2,0,0,6,1,0,0,10000000,134211,340432,3,0,0,6,1,0,0,100000000,1,4293,H,CORE-R4,5,3,4,1,,,,,
1760809560,100,0,0,369592,135424,2,0,0,6,1,0,0,10000000,136,179,2,0,0,6,1,0,0,10000000,134973,338240,3,0,0,6,1,0,0,100000000,1,4293,H,CORE-R4,5,3,4,1,,,,,
1760809620,100,0,0,377640,136168,2,0,0,6,1,0,0,10000000,112,160,2,0,0,6,1,0,0,10000000,135736,336048,3,0,0,6,1,0,0,100000000,1,4449,H,CORE-R4,5,3,4,1,,,,,
1760809680,100,0,0,342325,133941,2,0,0,6,1,0,0,10000000,115,163,2,0,0,6,1,0,0,10000000,133485,333856,3,0,0,6,1,0,0,100000000,1,4516,H,CORE-R4,5,3,4,1,,,,,
1760809740,100,0,0,307011,131715,2,0,0,6,1,0,0,10000000,117,165,2,0,0,6,1,0,0,10000000,131235,325400,3,0,0,6,1,0,0,100000000,1,4516,H,CORE-R4,5,3,4,1,,,,,
1760809800,100,0,0,271696,129488,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,128984,316944,3,0,0,6,1,0,0,100000000,1,4633,H,CORE-R4,5,3,4,1,,,,,
1760809860,100,0,0,291915,127464,2,0,0,6,1,0,0,10000000,117,165,2,0,0,6,1,0,0,10000000,132468,324909,3,0,0,6,1,0,0,100000000,1,4677,H,CORE-R4,5,3,4,1,,,,,
1760809920,100,0,0,312133,125440,2,0,0,6,1,0,0,10000000,115,163,2,0,0,6,1,0,0,10000000,135952,332875,3,0,0,6,1,0,0,100000000,1,4764,H,CORE-R4,5,3,4,1,,,,,
1760809980,100,0,0,332352,123416,2,0,0,6,1,0,0,10000000,112,160,2,0,0,6,1,0,0,10000000,135100,340840,3,0,0,6,1,0,0,100000000,1,4812,H,CORE-R4,5,3,4,1,,,,,
1760810040,100,0,0,335968,130579,2,0,0,6,1,0,0,10000000,117,168,2,0,0,6,1,0,0,10000000,134248,339493,3,0,0,6,1,0,0,100000000,1,4850,H,CORE-R4,5,3,4,1,,,,,
1760810100,100,0,0,339584,137741,2,0,0,6,1,0,0,10000000,123,176,2,0,0,6,1,0,0,10000000,133396,338147,3,0,0,6,1,0,0,100000000,1,4850,H,CORE-R4,5,3,4,1,,,,,
1760810160,100,0,0,343200,144904,2,0,0,6,1,0,0,10000000,128,184,2,0,0,6,1,0,0,10000000,132544,336800,3,0,0,6,1,0,0,100000000,1,4958,H,CORE-R4,5,3,4,1,,,,,
1760810220,100,0,0,347627,140443,2,0,0,6,1,0,0,10000000,123,171,2,0,0,6,1,0,0,10000000,131373,342509,3,0,0,6,1,0,0,100000000,1,5028,H,CORE-R4,5,3,4,1,,,,,
1760810280,100,0,0,352053,135981,2,0,0,6,1,0,0,10000000,117,157,2,0,0,6,1,0,0,10000000,130203,348219,3,0,0,6,1,0,0,100000000,1,5028,H,CORE-R4,5,3,4,1,,,,,
1760810340,100,0,0,356480,131520,2,0,0,6,1,0,0,10000000,112,144,2,0,0,6,1,0,0,10000000,129032,353928,3,0,0,6,1,0,0,100000000,1,5171,H,CORE-R4,5,3,4,1,,,,,
1760810400,100,0,0,357680,131395,2,0,0,6,1,0,0,10000000,115,160,2,0,0,6,1,0,0,10000000,130435,355701,3,0,0,6,1,0,0,100000000,1,5210,H,CORE-R4,5,3,4,1,,,,,
1760810460,100,0,0,358880,131269,2,0,0,6,1,0,0,10000000,117,176,2,0,0,6,1,0,0,10000000,131837,357475,3,0,0,6,1,0,0,100000000,1,5210,H,CORE-R4,5,3,4,1,,,,,
1760810520,100,0,0,360080,131144,2,0,0,6,1,0,0,10000000,120,192,2,0,0,6,1,0,0,10000000,133240,359248,3,0,0,6,1,0,0,100000000,1,5327,H,CORE-R4,5,3,4,1,,,,,
1760810580,100,0,0,314232,130912,2,0,0,6,1,0,0,10000000,116,172,2,0,0,6,1,0,0,10000000,131452,312768,3,0,0,6,1,0,0,100000000,1,5398,H,CORE-R4,5,3,4,1,,,,,
1760810640,100,0,0,268384,130680,2,0,0,6,1,0,0,10000000,112,152,2,0,0,6,1,0,0,10000000,129664,266288,3,0,0,6,1,0,0,100000000,1,5486,H,CORE-R4,5,3,4,1,,,,,
1760810700,100,0,0,288858,131590,2,0,0,6,1,0,0,10000000,114,158,2,0,0,6,1,0,0,10000000,130792,287214,3,0,0,6,1,0,0,100000000,1,5511,H,CORE-R4,5,3,4,1,,,,,
1760810760,100,0,0,309332,132500,2,0,0,6,1,0,0,10000000,116,164,2,0,0,6,1,0,0,10000000,131920,308140,3,0,0,6,1,0,0,100000000,1,5574,H,CORE-R4,5,3,4,1,,,,,
1760810820,100,0,0,329806,133410,2,0,0,6,1,0,0,10000000,118,170,2,0,0,6,1,0,0,10000000,133048,329066,3,0,0,6,1,0,0,100000000,1,5574,H,CORE-R4,5,3,4,1,,,,,
1760810880,100,0,0,350280,134320,2,0,0,6,1,0,0,10000000,120,176,2,0,0,6,1,0,0,10000000,134176,349992,3,0,0,6,1,0,0,100000000,1,5697,H,CORE-R4,5,3,4,1,,,,,
1760810940,100,0,0,325571,132928,2,0,0,6,1,0,0,10000000,123,173,2,0,0,6,1,0,0,10000000,132560,325320,3,0,0,6,1,0,0,100000000,1,5737,H,CORE-R4,5,3,4,1,,,,,
1760811000,100,0,0,300861,131536,2,0,0,6,1,0,0,10000000,125,171,2,0,0,6,1,0,0,10000000,130944,300648,3,0,0,6,1,0,0,100000000,1,5737,H,CORE-R4,5,3,4,1,,,,,
1760811060,100,0,0,276152,130144,2,0,0,6,1,0,0,10000000,128,168,2,0,0,6,1,0,0,10000000,129328,275976,3,0,0,6,1,0,0,100000000,1,5868,H,CORE-R4,5,3,4,1,,,,,
1760811120,100,0,0,279077,130125,2,0,0,6,1,0,0,10000000,120,165,2,0,0,6,1,0,0,10000000,129533,278853,3,0,0,6,1,0,0,100000000,1,5914,H,CORE-R4,5,3,4,1,,,,,
1760811180,100,0,0,282003,130107,2,0,0,6,1,0,0,10000000,112,163,2,0,0,6,1,0,0,10000000,129739,281731,3,0,0,6,1,0,0,100000000,1,5914,H,CORE-R4,5,3,4,1,,,,,
1760811240,100,0,0,284928,130088,2,0,0,6,1,0,0,10000000,104,160,2,0,0,6,1,0,0,10000000,129944,284608,3,0,0,6,1,0,0,100000000,1,6033,H,CORE-R4,5,3,4,1,,,,,
1760811300,100,0,0,280336,130043,2,0,0,6,1,0,0,10000000,131,181,2,0,0,6,1,0,0,10000000,129819,280752,3,0,0,6,1,0,0,100000000,1,6107,H,CORE-R4,5,3,4,1,,,,,
1760811360,100,0,0,275744,129997,2,0,0,6,1,0,0,10000000,157,203,2,0,0,6,1,0,0,10000000,129693,276896,3,0,0,6,1,0,0,100000000,1,6107,H,CORE-R4,5,3,4,1,,,,,
1760811420,100,0,0,271152,129952,2,0,0,6,1,0,0,10000000,184,224,2,0,0,6,1,0,0,10000000,129568,273040,3,0,0,6,1,0,0,100000000,1,6259,H,CORE-R4,5,3,4,1,,,,,
1760811480,100,0,0,274696,130269,2,0,0,6,1,0,0,10000000,168,208,2,0,0,6,1,0,0,10000000,129680,274728,3,0,0,6,1,0,0,100000000,1,6294,H,CORE-R4,5,3,4,1,,,,,
1760811540,100,0,0,278240,130587,2,0,0,6,1,0,0,10000000,152,192,2,0,0,6,1,0,0,10000000,129792,276416,3,0,0,6,1,0,0,100000000,1,6294,H,CORE-R4,5,3,4,1,,,,,
1760811600,100,0,0,281784,130904,2,0,0,6,1,0,0,10000000,136,176,2,0,0,6,1,0,0,10000000,129904,278104,3,0,0,6,1,0,0,100000000,1,6406,H,CORE-R4,5,3,4,1,,,,,
