timestamp,ICMP loss,ICMP ping,ICMP response time,B10_ Bits_ received,B10_ Bits_ sent,B10_ Duplex_ status,B10_Inbound_ packets_ discarded,B10_Inbound_ packets_ with_ errors,B10_ Interface_ type,B10_ Operational_ status,B10_ Outbound_ packets_ discarded,B10_ Outbound_ packets_ with_ errors,B10_Speed,B11_ Bits_ received,B11_ Bits_ sent,B11_ Duplex_ status,B11_ Inbound_ packets_ discarded,B11_Inbound_ packets_ with_ errors,B11_Interface_ type,B11_ Operational_ status,B11_ Outbound_ packets_ discarded,B11_Outbound_ packets_ with_ errors,B11_ Speed,C2_ Bits_ received,C2_ Bits_ sent,C2_ Duplex_ status,C2_ Inbound_ packets_ discarded,C2_Inbound_ packets_ with_ errors,C2_Interface_ type,C2_ Operational_ status,C2_ Outbound_ packets_ discarded,C2_ Outbound_ packets_ with_ errors,C2_Speed,SNMP agent availability,Uptime (network),class,router_name,hop_to_server,hop_to_core,downstream_dependents,path_up
1760264160,100,0,0,-1,-1,2,0,0,6,1,0,0,10000000,-1,-1,2,0,0,6,1,0,0,10000000,-1,-1,3,0,0,6,1,0,0,100000000,1,-1,H,CORE-R5,5,3,4,1
1760264220,100,0,0,-1,-1,2,0,0,6,1,0,0,10000000,-1,-1,2,0,0,6,1,0,0,10000000,-1,-1,3,0,0,6,1,0,0,100000000,1,-1,H,CORE-R5,5,3,4,1
1760264280,0,1,0.061,-1,-1,2,0,0,6,1,0,0,10000000,-1,-1,2,0,0,6,1,0,0,10000000,-1,-1,3,0,0,6,1,0,0,100000000,0,164,H,CORE-R5,5,3,4,1
1760264340,0,1,0.0667,-1,-1,2,0,0,6,1,0,0,10000000,-1,-1,2,0,0,6,1,0,0,10000000,-1,-1,3,0,0,6,1,0,0,100000000,1,179,H,CORE-R5,5,3,4,1
1760264820,100,0,0,-1,-1,2,0,0,6,1,0,0,10000000,-1,-1,2,0,0,6,1,0,0,10000000,-1,-1,3,0,0,6,1,0,0,100000000,1,179,H,CORE-R5,5,3,4,1
1760264880,100,0,0,-1,-1,2,0,0,6,1,0,0,10000000,-1,-1,2,0,0,6,1,0,0,10000000,-1,-1,3,0,0,6,1,0,0,100000000,1,179,H,CORE-R5,5,3,4,1
1760264940,0,1,0.064733333,-1,-1,2,0,0,6,1,0,0,10000000,-1,-1,2,0,0,6,1,0,0,10000000,-1,-1,3,0,0,6,1,0,0,100000000,1,130,H,CORE-R5,5,3,4,1
1760265000,0,1,0.0696,-1,-1,2,0,0,6,1,0,0,10000000,-1,-1,2,0,0,6,1,0,0,10000000,-1,-1,3,0,0,6,1,0,0,100000000,1,190,H,CORE-R5,5,3,4,1
1760265060,0,1,0.0517,-1,-1,2,0,0,6,1,0,0,10000000,-1,-1,2,0,0,6,1,0,0,10000000,-1,-1,3,0,0,6,1,0,0,100000000,1,250,H,CORE-R5,5,3,4,1
1760265120,0,1,0.104,-1,-1,2,0,0,6,1,0,0,10000000,-1,-1,2,0,0,6,1,0,0,10000000,-1,-1,3,0,0,6,1,0,0,100000000,1,309,H,CORE-R5,5,3,4,1
1760265180,100,0,0,-1,-1,2,0,0,6,1,0,0,10000000,-1,-1,2,0,0,6,1,0,0,10000000,-1,-1,3,0,0,6,1,0,0,100000000,1,371,H,CORE-R5,5,3,4,1
1760266200,100,0,0,-1,-1,2,0,0,6,1,0,0,10000000,-1,-1,2,0,0,6,1,0,0,10000000,-1,-1,3,0,0,6,1,0,0,100000000,1,371,H,CORE-R5,5,3,4,1
1760266260,100,0,0,-1,-1,2,0,0,6,1,0,0,10000000,-1,-1,2,0,0,6,1,0,0,10000000,-1,-1,3,0,0,6,1,0,0,100000000,1,371,H,CORE-R5,5,3,4,1
1760266320,0,1,0.055133333,-1,-1,2,0,0,6,1,0,0,10000000,-1,-1,2,0,0,6,1,0,0,10000000,-1,-1,3,0,0,6,1,0,0,100000000,0,159,H,CORE-R5,5,3,4,1
1760266380,0,1,0.0491,-1,-1,2,0,0,6,1,0,0,10000000,-1,-1,2,0,0,6,1,0,0,10000000,-1,-1,3,0,0,6,1,0,0,100000000,1,189,H,CORE-R5,5,3,4,1
1760266440,0,1,0.0535,-1,-1,2,0,0,6,1,0,0,10000000,-1,-1,2,0,0,6,1,0,0,10000000,-1,-1,3,0,0,6,1,0,0,100000000,1,250,H,CORE-R5,5,3,4,1
1760266500,0,1,0.062666667,-1,-1,2,0,0,6,1,0,0,10000000,-1,-1,2,0,0,6,1,0,0,10000000,-1,-1,3,0,0,6,1,0,0,100000000,1,309,H,CORE-R5,5,3,4,1
1760266560,0,1,0.55,-1,-1,2,0,0,6,1,0,0,10000000,-1,-1,2,0,0,6,1,0,0,10000000,-1,-1,3,0,0,6,1,0,0,100000000,1,370,H,CORE-R5,5,3,4,1
1760266620,100,0,0,-1,-1,2,0,0,6,1,0,0,10000000,-1,-1,2,0,0,6,1,0,0,10000000,-1,-1,3,0,0,6,1,0,0,100000000,1,432,H,CORE-R5,5,3,4,1
1760266680,100,0,0,616,768,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,248,408,3,0,0,6,1,0,0,100000000,1,491,F,CORE-R5,5,3,4,1
1760266740,100,0,0,581,685,2,0,0,6,1,0,0,10000000,117,168,2,0,0,6,1,0,0,10000000,184,339,3,0,0,6,1,0,0,100000000,1,491,F,CORE-R5,5,3,4,1
1760266800,100,0,0,547,603,2,0,0,6,1,0,0,10000000,115,168,2,0,0,6,1,0,0,10000000,120,269,3,0,0,6,1,0,0,100000000,1,605,F,CORE-R5,5,3,4,1
1760266860,100,0,0,512,520,2,0,0,6,1,0,0,10000000,112,168,2,0,0,6,1,0,0,10000000,56,200,3,0,0,6,1,0,0,100000000,1,691,F,CORE-R5,5,3,4,1
1760266920,100,0,0,448,515,2,0,0,6,1,0,0,10000000,115,168,2,0,0,6,1,0,0,10000000,45,192,3,0,0,6,1,0,0,100000000,1,740,F,CORE-R5,5,3,4,1
1760266980,100,0,0,384,509,2,0,0,6,1,0,0,10000000,117,168,2,0,0,6,1,0,0,10000000,35,184,3,0,0,6,1,0,0,100000000,1,781,F,CORE-R5,5,3,4,1
1760267040,100,0,0,320,504,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,24,176,3,0,0,6,1,0,0,100000000,1,858,F,CORE-R5,5,3,4,1
1760267100,100,0,0,368,522,2,0,0,6,1,0,0,10000000,120,170,2,0,0,6,1,0,0,10000000,30,182,3,0,0,6,1,0,0,100000000,1,915,H,CORE-R5,5,3,4,1
1760267160,100,0,0,416,539,2,0,0,6,1,0,0,10000000,120,172,2,0,0,6,1,0,0,10000000,36,188,3,0,0,6,1,0,0,100000000,1,980,H,CORE-R5,5,3,4,1
1760267220,100,0,0,464,557,2,0,0,6,1,0,0,10000000,120,174,2,0,0,6,1,0,0,10000000,42,194,3,0,0,6,1,0,0,100000000,1,980,H,CORE-R5,5,3,4,1
1760267280,100,0,0,512,574,2,0,0,6,1,0,0,10000000,120,176,2,0,0,6,1,0,0,10000000,48,200,3,0,0,6,1,0,0,100000000,1,1129,H,CORE-R5,5,3,4,1
1760267340,100,0,0,534,592,2,0,0,6,1,0,0,10000000,120,173,2,0,0,6,1,0,0,10000000,45,197,3,0,0,6,1,0,0,100000000,1,1155,H,CORE-R5,5,3,4,1
1760267400,100,0,0,557,676,2,0,0,6,1,0,0,10000000,84,170,2,0,0,6,1,0,0,10000000,43,194,3,0,0,6,1,0,0,100000000,1,1224,F,CORE-R5,5,3,4,1
1760267460,100,0,0,579,760,2,0,0,6,1,0,0,10000000,48,166,2,0,0,6,1,0,0,10000000,40,190,3,0,0,6,1,0,0,100000000,1,1287,F,CORE-R5,5,3,4,1
1760267520,100,0,0,602,640,2,0,0,6,1,0,0,10000000,128,163,2,0,0,6,1,0,0,10000000,44,187,3,0,0,6,1,0,0,100000000,1,1325,F,CORE-R5,5,3,4,1
1760267580,100,0,0,624,520,2,0,0,6,1,0,0,10000000,208,160,2,0,0,6,1,0,0,10000000,48,184,3,0,0,6,1,0,0,100000000,1,1408,F,CORE-R5,5,3,4,1
1760267640,100,0,0,1128,677,2,0,0,6,1,0,0,10000000,179,163,2,0,0,6,1,0,0,10000000,221,757,3,0,0,6,1,0,0,100000000,1,1451,F,CORE-R5,5,3,4,1
1760267700,100,0,0,1632,835,2,0,0,6,1,0,0,10000000,149,165,2,0,0,6,1,0,0,10000000,395,1331,3,0,0,6,1,0,0,100000000,1,1512,F,CORE-R5,5,3,4,1
1760267760,100,0,0,2136,992,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,568,1904,3,0,0,6,1,0,0,100000000,1,1579,F,CORE-R5,5,3,4,1
1760267820,100,0,0,1843,1101,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,669,1616,3,0,0,6,1,0,0,100000000,1,1631,H,CORE-R5,5,3,4,1
1760267880,100,0,0,1549,1211,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,771,1328,3,0,0,6,1,0,0,100000000,1,1692,H,CORE-R5,5,3,4,1
1760267940,100,0,0,1256,1320,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,872,1040,3,0,0,6,1,0,0,100000000,1,1692,F,CORE-R5,5,3,4,1
1760268000,100,0,0,1421,1168,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,696,1165,3,0,0,6,1,0,0,100000000,1,1845,F,CORE-R5,5,3,4,1
1760268060,100,0,0,1587,1016,2,0,0,6,1,0,0,10000000,116,168,2,0,0,6,1,0,0,10000000,520,1291,3,0,0,6,1,0,0,100000000,1,1845,F,CORE-R5,5,3,4,1
1760268120,100,0,0,1752,864,2,0,0,6,1,0,0,10000000,112,168,2,0,0,6,1,0,0,10000000,344,1416,3,0,0,6,1,0,0,100000000,1,1951,F,CORE-R5,5,3,4,1
1760268180,100,0,0,1365,779,2,0,0,6,1,0,0,10000000,136,192,2,0,0,6,1,0,0,10000000,261,1032,3,0,0,6,1,0,0,100000000,1,1999,H,CORE-R5,5,3,4,1
1760268240,100,0,0,979,693,2,0,0,6,1,0,0,10000000,160,216,2,0,0,6,1,0,0,10000000,179,648,3,0,0,6,1,0,0,100000000,1,2052,H,CORE-R5,5,3,4,1
1760268300,100,0,0,592,608,2,0,0,6,1,0,0,10000000,184,240,2,0,0,6,1,0,0,10000000,96,264,3,0,0,6,1,0,0,100000000,1,2120,F,CORE-R5,5,3,4,1
1760268360,100,0,0,520,616,2,0,0,6,1,0,0,10000000,160,213,2,0,0,6,1,0,0,10000000,83,243,3,0,0,6,1,0,0,100000000,1,2173,F,CORE-R5,5,3,4,1
1760268420,100,0,0,448,624,2,0,0,6,1,0,0,10000000,136,187,2,0,0,6,1,0,0,10000000,69,221,3,0,0,6,1,0,0,100000000,1,2232,F,CORE-R5,5,3,4,1
1760268480,100,0,0,376,632,2,0,0,6,1,0,0,10000000,112,160,2,0,0,6,1,0,0,10000000,56,200,3,0,0,6,1,0,0,100000000,1,2308,F,CORE-R5,5,3,4,1
1760268540,100,0,0,386,582,2,0,0,6,1,0,0,10000000,116,165,2,0,0,6,1,0,0,10000000,48,196,3,0,0,6,1,0,0,100000000,1,2351,H,CORE-R5,5,3,4,1
1760268600,100,0,0,396,532,2,0,0,6,1,0,0,10000000,120,171,2,0,0,6,1,0,0,10000000,40,192,3,0,0,6,1,0,0,100000000,1,2412,H,CORE-R5,5,3,4,1
1760268660,100,0,0,406,482,2,0,0,6,1,0,0,10000000,124,176,2,0,0,6,1,0,0,10000000,32,188,3,0,0,6,1,0,0,100000000,1,2412,F,CORE-R5,5,3,4,1
1760268720,100,0,0,416,432,2,0,0,6,1,0,0,10000000,128,171,2,0,0,6,1,0,0,10000000,43,184,3,0,0,6,1,0,0,100000000,1,2526,F,CORE-R5,5,3,4,1
1760268780,100,0,0,548,780,2,0,0,6,1,0,0,10000000,120,165,2,0,0,6,1,0,0,10000000,53,196,3,0,0,6,1,0,0,100000000,1,2610,F,CORE-R5,5,3,4,1
1760268840,100,0,0,680,1128,2,0,0,6,1,0,0,10000000,112,160,2,0,0,6,1,0,0,10000000,64,208,3,0,0,6,1,0,0,100000000,1,2653,F,CORE-R5,5,3,4,1
1760268900,100,0,0,6744,2043,2,0,0,6,1,0,0,10000000,115,163,2,0,0,6,1,0,0,10000000,1171,6384,3,0,0,6,1,0,0,100000000,1,2710,F,CORE-R5,5,3,4,1
1760268960,100,0,0,12808,2957,2,0,0,6,1,0,0,10000000,117,165,2,0,0,6,1,0,0,10000000,2277,12560,3,0,0,6,1,0,0,100000000,1,2775,F,CORE-R5,5,3,4,1
1760269020,100,0,0,18872,3872,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,3384,18736,3,0,0,6,1,0,0,100000000,1,2832,F,CORE-R5,5,3,4,1
1760269080,100,0,0,17168,3200,2,0,0,6,1,0,0,10000000,120,166,2,0,0,6,1,0,0,10000000,2560,16997,3,0,0,6,1,0,0,100000000,1,2890,F,CORE-R5,5,3,4,1
1760269140,100,0,0,15464,2528,2,0,0,6,1,0,0,10000000,120,164,2,0,0,6,1,0,0,10000000,1736,15259,3,0,0,6,1,0,0,100000000,1,2950,F,CORE-R5,5,3,4,1
1760269200,100,0,0,13760,1856,2,0,0,6,1,0,0,10000000,120,162,2,0,0,6,1,0,0,10000000,912,13520,3,0,0,6,1,0,0,100000000,1,3018,F,CORE-R5,5,3,4,1
1760269260,100,0,0,9632,1184,2,0,0,6,1,0,0,10000000,120,160,2,0,0,6,1,0,0,10000000,810,9360,3,0,0,6,1,0,0,100000000,1,3079,F,CORE-R5,5,3,4,1
1760269320,100,0,0,5504,1203,2,0,0,6,1,0,0,10000000,124,171,2,0,0,6,1,0,0,10000000,708,5200,3,0,0,6,1,0,0,100000000,1,3130,H,CORE-R5,5,3,4,1
1760269380,100,0,0,1376,1221,2,0,0,6,1,0,0,10000000,128,181,2,0,0,6,1,0,0,10000000,606,1040,3,0,0,6,1,0,0,100000000,1,3130,H,CORE-R5,5,3,4,1
1760269440,100,0,0,1149,1240,2,0,0,6,1,0,0,10000000,123,192,2,0,0,6,1,0,0,10000000,504,768,3,0,0,6,1,0,0,100000000,1,3279,H,CORE-R5,5,3,4,1
1760269500,100,0,0,923,980,2,0,0,6,1,0,0,10000000,117,172,2,0,0,6,1,0,0,10000000,324,496,3,0,0,6,1,0,0,100000000,1,3320,H,CORE-R5,5,3,4,1
1760269560,100,0,0,696,720,2,0,0,6,1,0,0,10000000,112,152,2,0,0,6,1,0,0,10000000,144,224,3,0,0,6,1,0,0,100000000,1,3376,H,CORE-R5,5,3,4,1
1760269620,100,0,0,581,619,2,0,0,6,1,0,0,10000000,115,157,2,0,0,6,1,0,0,10000000,109,216,3,0,0,6,1,0,0,100000000,1,3431,H,CORE-R5,5,3,4,1
1760269680,100,0,0,467,517,2,0,0,6,1,0,0,10000000,117,163,2,0,0,6,1,0,0,10000000,75,208,3,0,0,6,1,0,0,100000000,1,3490,H,CORE-R5,5,3,4,1
1760269740,100,0,0,352,416,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,40,200,3,0,0,6,1,0,0,100000000,1,3551,H,CORE-R5,5,3,4,1
1760269800,100,0,0,403,461,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,35,192,3,0,0,6,1,0,0,100000000,1,3610,H,CORE-R5,5,3,4,1
1760269860,100,0,0,453,507,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,29,184,3,0,0,6,1,0,0,100000000,1,3676,H,CORE-R5,5,3,4,1
1760269920,100,0,0,504,552,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,24,176,3,0,0,6,1,0,0,100000000,1,3734,H,CORE-R5,5,3,4,1
1760269980,100,0,0,485,539,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,29,181,3,0,0,6,1,0,0,100000000,1,3790,H,CORE-R5,5,3,4,1
1760270040,100,0,0,467,525,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,35,187,3,0,0,6,1,0,0,100000000,1,3850,H,CORE-R5,5,3,4,1
1760270100,100,0,0,448,512,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,40,192,3,0,0,6,1,0,0,100000000,1,3912,H,CORE-R5,5,3,4,1
1760270160,100,0,0,456,491,2,0,0,6,1,0,0,10000000,136,187,2,0,0,6,1,0,0,10000000,45,192,3,0,0,6,1,0,0,100000000,1,3970,H,CORE-R5,5,3,4,1
1760270220,100,0,0,464,469,2,0,0,6,1,0,0,10000000,152,205,2,0,0,6,1,0,0,10000000,51,192,3,0,0,6,1,0,0,100000000,1,4030,H,CORE-R5,5,3,4,1
1760270280,100,0,0,472,448,2,0,0,6,1,0,0,10000000,168,224,2,0,0,6,1,0,0,10000000,56,192,3,0,0,6,1,0,0,100000000,1,4092,H,CORE-R5,5,3,4,1
1760270340,100,0,0,451,461,2,0,0,6,1,0,0,10000000,155,211,2,0,0,6,1,0,0,10000000,48,192,3,0,0,6,1,0,0,100000000,1,4150,H,CORE-R5,5,3,4,1
1760270400,100,0,0,429,475,2,0,0,6,1,0,0,10000000,141,197,2,0,0,6,1,0,0,10000000,40,192,3,0,0,6,1,0,0,100000000,1,4210,H,CORE-R5,5,3,4,1
1760270460,100,0,0,408,488,2,0,0,6,1,0,0,10000000,128,184,2,0,0,6,1,0,0,10000000,32,192,3,0,0,6,1,0,0,100000000,1,4274,H,CORE-R5,5,3,4,1
1760270520,100,0,0,760,608,2,0,0,6,1,0,0,10000000,125,179,2,0,0,6,1,0,0,10000000,176,571,3,0,0,6,1,0,0,100000000,1,4331,H,CORE-R5,5,3,4,1
1760270580,100,0,0,1112,728,2,0,0,6,1,0,0,10000000,123,173,2,0,0,6,1,0,0,10000000,320,949,3,0,0,6,1,0,0,100000000,1,4391,H,CORE-R5,5,3,4,1
1760270640,100,0,0,1464,848,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,464,1328,3,0,0,6,1,0,0,100000000,1,4451,H,CORE-R5,5,3,4,1
1760270700,100,0,0,1128,741,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,333,957,3,0,0,6,1,0,0,100000000,1,4511,H,CORE-R5,5,3,4,1
1760270760,100,0,0,792,635,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,203,587,3,0,0,6,1,0,0,100000000,1,4570,H,CORE-R5,5,3,4,1
1760270820,100,0,0,456,528,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,72,216,3,0,0,6,1,0,0,100000000,1,4631,H,CORE-R5,5,3,4,1
1760270880,100,0,0,619,611,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,184,405,3,0,0,6,1,0,0,100000000,1,4691,H,CORE-R5,5,3,4,1
1760270940,100,0,0,781,693,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,296,595,3,0,0,6,1,0,0,100000000,1,4751,H,CORE-R5,5,3,4,1
1760271000,100,0,0,944,776,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,408,784,3,0,0,6,1,0,0,100000000,1,4810,H,CORE-R5,5,3,4,1
1760271060,100,0,0,787,704,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,293,595,3,0,0,6,1,0,0,100000000,1,4870,H,CORE-R5,5,3,4,1
1760271120,100,0,0,629,632,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,179,405,3,0,0,6,1,0,0,100000000,1,4931,H,CORE-R5,5,3,4,1
1760271180,100,0,0,472,560,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,64,216,3,0,0,6,1,0,0,100000000,1,4990,H,CORE-R5,5,3,4,1
1760271240,100,0,0,421,496,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,53,205,3,0,0,6,1,0,0,100000000,1,5050,H,CORE-R5,5,3,4,1
1760271300,100,0,0,371,432,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,43,195,3,0,0,6,1,0,0,100000000,1,5110,H,CORE-R5,5,3,4,1
1760271360,100,0,0,320,368,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,32,184,3,0,0,6,1,0,0,100000000,1,5171,H,CORE-R5,5,3,4,1
1760271420,100,0,0,352,411,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,37,184,3,0,0,6,1,0,0,100000000,1,5231,H,CORE-R5,5,3,4,1
1760271480,100,0,0,384,453,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,43,184,3,0,0,6,1,0,0,100000000,1,5291,H,CORE-R5,5,3,4,1
1760271540,0,1,0.510333333,416,496,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,48,184,3,0,0,6,1,0,0,100000000,1,5350,H,CORE-R5,5,3,4,1
1760271600,100,0,0,421,488,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,43,181,3,0,0,6,1,0,0,100000000,1,5410,H,CORE-R5,5,3,4,1
1760271660,100,0,0,427,480,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,37,179,3,0,0,6,1,0,0,100000000,1,5470,H,CORE-R5,5,3,4,1
1760271720,100,0,0,432,472,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,32,176,3,0,0,6,1,0,0,100000000,1,5530,H,CORE-R5,5,3,4,1
1760271780,0,1,0.528666667,1040,659,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,189,803,3,0,0,6,1,0,0,100000000,1,5590,H,CORE-R5,5,3,4,1
1760271840,0,1,0.062366667,1648,845,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,347,1429,3,0,0,6,1,0,0,100000000,1,5650,H,CORE-R5,5,3,4,1
1760271900,0,1,0.075033333,2256,1032,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,504,2056,3,0,0,6,1,0,0,100000000,1,5711,H,CORE-R5,5,3,4,1
1760271960,0,1,0.063833333,2258,1033,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,505,2058,3,0,0,6,1,0,0,100000000,0,5770,H,CORE-R5,5,3,4,1
1760295720,100,0,0,3196,1459,2,0,0,6,1,0,0,10000000,104,168,2,0,0,6,1,0,0,10000000,915,2917,3,0,0,6,1,0,0,100000000,0,137,T,CORE-R5,5,3,4,1
1760295780,0,1,0.052033333,3199,1460,2,0,0,6,1,0,0,10000000,104,168,2,0,0,6,1,0,0,10000000,916,2919,3,0,0,6,1,0,0,100000000,1,151,H,CORE-R5,5,3,4,1
1760295840,66.66666667,1,0.936,3201,1461,2,0,0,6,1,0,0,10000000,104,168,2,0,0,6,1,0,0,10000000,917,2921,3,0,0,6,1,0,0,100000000,1,225,H,CORE-R5,5,3,4,1
1760295900,100,0,0,3203,1462,2,0,0,6,1,0,0,10000000,104,168,2,0,0,6,1,0,0,10000000,918,2924,3,0,0,6,1,0,0,100000000,1,273,T,CORE-R5,5,3,4,1
1760295960,100,0,0,3206,1463,2,0,0,6,1,0,0,10000000,104,168,2,0,0,6,1,0,0,10000000,919,2926,3,0,0,6,1,0,0,100000000,1,334,T,CORE-R5,5,3,4,1
1760296020,100,0,0,3208,1464,2,0,0,6,1,0,0,10000000,104,168,2,0,0,6,1,0,0,10000000,920,2928,3,0,0,6,1,0,0,100000000,1,394,T,CORE-R5,5,3,4,1
1760296080,100,0,0,2253,1139,2,0,0,6,1,0,0,10000000,115,163,2,0,0,6,1,0,0,10000000,632,2024,3,0,0,6,1,0,0,100000000,1,454,T,CORE-R5,5,3,4,1
1760296140,100,0,0,1299,813,2,0,0,6,1,0,0,10000000,125,157,2,0,0,6,1,0,0,10000000,344,1120,3,0,0,6,1,0,0,100000000,1,513,T,CORE-R5,5,3,4,1
1760296200,100,0,0,344,488,2,0,0,6,1,0,0,10000000,136,152,2,0,0,6,1,0,0,10000000,56,216,3,0,0,6,1,0,0,100000000,1,577,T,CORE-R5,5,3,4,1
1760296260,100,0,0,1805,717,2,0,0,6,1,0,0,10000000,125,157,2,0,0,6,1,0,0,10000000,312,1619,3,0,0,6,1,0,0,100000000,1,633,T,CORE-R5,5,3,4,1
1760296320,0,1,0.0608,3267,947,2,0,0,6,1,0,0,10000000,115,163,2,0,0,6,1,0,0,10000000,568,3021,3,0,0,6,1,0,0,100000000,1,692,H,CORE-R5,5,3,4,1
1760296380,0,1,0.123833333,4728,1176,2,0,0,6,1,0,0,10000000,104,168,2,0,0,6,1,0,0,10000000,824,4424,3,0,0,6,1,0,0,100000000,1,752,H,CORE-R5,5,3,4,1
1760296440,0,1,0.053366667,3331,984,2,0,0,6,1,0,0,10000000,109,168,2,0,0,6,1,0,0,10000000,579,3029,3,0,0,6,1,0,0,100000000,1,812,H,CORE-R5,5,3,4,1
1760296500,0,1,0.202333333,1933,792,2,0,0,6,1,0,0,10000000,115,168,2,0,0,6,1,0,0,10000000,333,1635,3,0,0,6,1,0,0,100000000,1,873,H,CORE-R5,5,3,4,1
1760296560,0,1,0.204,536,600,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,88,240,3,0,0,6,1,0,0,100000000,1,932,H,CORE-R5,5,3,4,1
1760296620,0,1,0.132966667,461,584,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,72,227,3,0,0,6,1,0,0,100000000,1,992,H,CORE-R5,5,3,4,1
1760296680,0,1,0.083466667,387,568,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,56,213,3,0,0,6,1,0,0,100000000,1,1052,H,CORE-R5,5,3,4,1
1760296740,0,1,0.083066667,312,552,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,40,200,3,0,0,6,1,0,0,100000000,1,1112,H,CORE-R5,5,3,4,1
1760296800,100,0,0,368,555,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,45,197,3,0,0,6,1,0,0,100000000,1,1173,T,CORE-R5,5,3,4,1
1760296860,100,0,0,424,557,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,51,195,3,0,0,6,1,0,0,100000000,1,1234,T,CORE-R5,5,3,4,1
1760296920,0,1,0.228,480,560,2,0,0,6,1,0,0,10000000,120,168,2,0,0,6,1,0,0,10000000,56,192,3,0,0,6,1,0,0,100000000,1,1293,H,CORE-R5,5,3,4,1
1760296980,0,1,0.853,613,557,2,0,0,6,1,0,0,10000000,125,173,2,0,0,6,1,0,0,10000000,109,317,3,0,0,6,1,0,0,100000000,1,1353,H,CORE-R5,5,3,4,1
1760297040,100,0,0,747,555,2,0,0,6,1,0,0,10000000,131,179,2,0,0,6,1,0,0,10000000,163,443,3,0,0,6,1,0,0,100000000,1,1414,T,CORE-R5,5,3,4,1
1760297100,100,0,0,880,552,2,0,0,6,1,0,0,10000000,136,184,2,0,0,6,1,0,0,10000000,216,568,3,0,0,6,1,0,0,100000000,1,1474,T,CORE-R5,5,3,4,1
1760297160,100,0,0,3061,709,2,0,0,6,1,0,0,10000000,131,173,2,0,0,6,1,0,0,10000000,288,2805,3,0,0,6,1,0,0,100000000,1,1534,T,CORE-R5,5,3,4,1
