timestamp,ICMP loss,ICMP ping,ICMP response time,P2_ Bits_ received,P2_ Bits_ sent,P2_ Duplex_ status,P2_Inbound_ packets_ discarded,P2_ Inbound_ packets_ with_ errors,P2_Interface_ type,P2_Operational_ status,P2_Outbound_ packets_ discarded,P2_ Outbound_ packets_ with_ errors,P2_Speed,P3_ Bits_ received,P3_ Bits_ sent,P3_ Duplex_ status,P3_Inbound_ packets_ discarded,P3_ Inbound_ packets_ with_ errors,P3_Interface type,P3_Operational_ status,P3_Outbound_ packets_ discarded,P3_ Outbound_ packets_ with_ errors,P3_ Speed,P4_ Bits_ received,P4_ Bits_ sent,P4_ Inbound _packets_ discarded,P4_Inbound_ packets_ with _errors,P4_Interface_ type,P4_ Operational_ status,P4_Outbound_ packets_ discarded,P4_Outbound _packets_ with_ errors,P4_Speed,SNMP agent availability,Uptime (network),Uptime2(network),class,Device_name,hop_to_server,hop_to_core,downstream_dependents,path_up
1760264160,100,0,0,-1,-1,2,0,0,6,1,0,0,10000000,-1,-1,2,0,0,6,1,0,0,10000000,-1,-1,0,0,135,1,0,0,10000000,1,50,-1,H,EDGE-MS,1,1,13,1
1760264220,0,1,0.011356667,-1,-1,2,0,0,6,1,0,0,10000000,-1,-1,2,0,0,6,1,0,0,10000000,-1,-1,0,0,135,1,0,0,10000000,1,52,8268,H,EDGE-MS,1,1,13,1
1760264280,0,1,0.00906,-1,-1,2,0,0,6,1,0,0,10000000,-1,-1,2,0,0,6,1,0,0,10000000,-1,-1,0,0,135,1,0,0,10000000,1,112,14296,H,EDGE-MS,1,1,13,1
1760264340,100,0,0,-1,-1,2,0,0,6,1,0,0,10000000,-1,-1,2,0,0,6,1,0,0,10000000,-1,-1,0,0,135,1,0,0,10000000,1,173,14296,H,EDGE-MS,1,1,13,1
1760264820,100,0,0,-1,-1,2,0,0,6,1,0,0,10000000,-1,-1,2,0,0,6,1,0,0,10000000,-1,-1,0,0,135,1,0,0,10000000,1,54,5427,H,EDGE-MS,1,1,13,1
1760264880,0,1,0.0299,-1,-1,2,0,0,6,1,0,0,10000000,-1,-1,2,0,0,6,1,0,0,10000000,-1,-1,0,0,135,1,0,0,10000000,1,63,9339,H,EDGE-MS,1,1,13,1
1760264940,0,1,0.00546,-1,-1,2,0,0,6,1,0,0,10000000,-1,-1,2,0,0,6,1,0,0,10000000,-1,-1,0,0,135,1,0,0,10000000,1,123,15284,H,EDGE-MS,1,1,13,1
1760265000,0,1,0.01124,2792,3632,2,0,0,6,1,0,0,10000000,18288,15952,2,0,0,6,1,0,0,10000000,18440,16032,0,0,135,1,0,0,10000000,1,182,21430,H,EDGE-MS,1,1,13,1
1760265060,0,1,0.008646667,120589,8717,2,0,0,6,1,0,0,10000000,19024,63733,2,0,0,6,1,0,0,10000000,19045,130037,0,0,135,1,0,0,10000000,1,244,27454,H,EDGE-MS,1,1,13,1
1760265120,0,1,0.009503333,238387,13803,2,0,0,6,1,0,0,10000000,19760,111515,2,0,0,6,1,0,0,10000000,19651,244043,0,0,135,1,0,0,10000000,1,304,33351,H,EDGE-MS,1,1,13,1
1760265180,0,1,0.011,356184,18888,2,0,0,6,1,0,0,10000000,20496,159296,2,0,0,6,1,17,0,10000000,20256,358048,0,0,135,1,0,0,10000000,1,363,39342,H,EDGE-MS,1,1,13,1
1760266200,100,0,0,69865,5573,2,0,0,6,1,0,0,10000000,8567,34830,2,0,0,6,1,0,0,10000000,8554,72707,0,0,135,1,0,0,10000000,1,45,4595,H,EDGE-MS,1,1,13,1
1760266260,0,1,0.033533333,53023,4790,2,0,0,6,1,0,0,10000000,7865,27509,2,0,0,6,1,0,0,10000000,7865,55922,0,0,135,1,0,0,10000000,1,63,9324,H,EDGE-MS,1,1,13,1
1760266320,0,1,0.00836,36181,4006,2,0,0,6,1,0,0,10000000,7163,20187,2,0,0,6,1,0,0,10000000,7177,39138,0,0,135,1,0,0,10000000,1,123,15308,H,EDGE-MS,1,1,13,1
1760266380,0,1,0.00607,19338,3223,2,0,0,6,1,0,0,10000000,6462,12866,2,0,0,6,1,0,0,10000000,6488,22353,0,0,135,1,0,0,10000000,1,183,21369,H,EDGE-MS,1,1,13,1
1760266440,0,1,0.00539,2496,2440,2,0,0,6,1,0,0,10000000,5760,5544,2,0,0,6,1,0,0,10000000,5800,5568,0,0,135,1,0,0,10000000,1,243,27406,H,EDGE-MS,1,1,13,1
1760266500,0,1,0.00716,260080,9669,2,0,0,6,1,0,0,10000000,13253,221640,2,0,0,6,1,0,0,10000000,13269,276507,0,0,135,1,0,0,10000000,1,304,33408,H,EDGE-MS,1,1,13,1
1760266560,0,1,0.478666667,517664,16899,2,0,0,6,1,0,0,10000000,20747,437736,2,0,0,6,1,0,0,10000000,20739,547445,0,0,135,1,0,0,10000000,1,364,39455,H,EDGE-MS,1,1,13,1
1760266620,100,0,0,775248,24128,2,0,0,6,1,0,0,10000000,28240,653832,2,0,0,6,1,12,0,10000000,28208,818384,0,0,135,1,0,0,10000000,1,424,45979,H,EDGE-MS,1,1,13,1
1760266680,100,0,0,1185152,30568,2,0,0,6,1,0,0,10000000,38525,808853,2,0,0,6,1,0,0,10000000,38736,1214883,0,0,135,1,0,0,10000000,1,483,51362,F,EDGE-MS,1,1,13,1
1760266740,100,0,0,1595056,37008,2,0,0,6,1,0,0,10000000,48811,963875,2,0,0,6,1,0,0,10000000,49264,1611381,0,0,135,1,0,0,10000000,1,543,59903,F,EDGE-MS,1,1,13,1
1760266800,100,0,0,2004960,43448,2,0,0,6,1,12,0,10000000,59096,1118896,2,0,0,6,1,73,0,10000000,59792,2007880,0,0,135,1,0,0,10000000,1,603,63390,F,EDGE-MS,1,1,13,1
1760266860,100,0,0,1989904,43688,2,0,0,6,1,0,0,10000000,54572,1117856,2,0,0,6,1,0,0,10000000,55080,1993064,0,0,135,1,0,0,10000000,1,664,63390,F,EDGE-MS,1,1,13,1
1760266920,100,0,0,1974848,43928,2,0,0,6,1,0,0,10000000,50048,1116816,2,0,0,6,1,0,0,10000000,50368,1978248,0,0,135,1,0,0,10000000,1,729,72970,F,EDGE-MS,1,1,13,1
1760266980,100,0,0,1959792,44168,2,0,0,6,1,0,0,10000000,45524,1115776,2,0,0,6,1,70,0,10000000,45656,1963432,0,0,135,1,0,0,10000000,1,783,72970,F,EDGE-MS,1,1,13,1
1760267040,100,0,0,1920464,43821,2,0,0,6,1,0,0,10000000,41000,1111251,2,0,0,6,1,0,0,10000000,40944,1924568,0,0,135,1,0,0,10000000,1,837,81812,F,EDGE-MS,1,1,13,1
1760267100,100,0,0,1881136,43475,2,0,0,6,1,0,0,10000000,56560,1106725,2,0,0,6,1,0,0,10000000,56408,1885704,0,0,135,1,0,0,10000000,1,903,93399,H,EDGE-MS,1,1,13,1
1760267160,100,0,0,1841808,43128,2,0,0,6,1,0,0,10000000,72120,1102200,2,0,0,6,1,61,0,10000000,71872,1846840,0,0,135,1,0,0,10000000,1,964,99375,H,EDGE-MS,1,1,13,1
1760267220,100,0,0,1946523,42867,2,0,0,6,1,0,0,10000000,64853,1092984,2,0,0,6,1,0,0,10000000,64659,1951981,0,0,135,1,0,0,10000000,1,1023,99375,H,EDGE-MS,1,1,13,1
1760267280,100,0,0,2051237,42605,2,0,0,6,1,0,0,10000000,57587,1083768,2,0,0,6,1,0,0,10000000,57445,2057123,0,0,135,1,0,0,10000000,1,1023,99375,H,EDGE-MS,1,1,13,1
1760267340,100,0,0,2155952,42344,2,0,0,6,1,1,0,10000000,50320,1074552,2,0,0,6,1,89,0,10000000,50232,2162264,0,0,135,1,0,0,10000000,1,1145,114558,H,EDGE-MS,1,1,13,1
1760267400,100,0,0,2208229,42749,2,0,0,6,1,0,0,10000000,50709,1074117,2,0,0,6,1,0,0,10000000,50592,2215320,0,0,135,1,0,0,10000000,1,1203,114558,F,EDGE-MS,1,1,13,1
1760267460,100,0,0,2260507,43155,2,0,0,6,1,0,0,10000000,51099,1073683,2,0,0,6,1,0,0,10000000,50952,2268376,0,0,135,1,0,0,10000000,1,1265,126537,F,EDGE-MS,1,1,13,1
1760267520,100,0,0,2312784,43560,2,0,0,6,1,1,0,10000000,51488,1073248,2,0,0,6,1,103,0,10000000,51312,2321432,0,0,135,1,0,0,10000000,1,1323,135406,F,EDGE-MS,1,1,13,1
1760267580,100,0,0,2240957,42869,2,0,0,6,1,0,0,10000000,50640,1076965,2,0,0,6,1,0,0,10000000,50347,2246048,0,0,135,1,0,0,10000000,1,1383,142053,F,EDGE-MS,1,1,13,1
1760267640,100,0,0,2169131,42179,2,0,0,6,1,0,0,10000000,49792,1080683,2,0,0,6,1,0,0,10000000,49381,2170664,0,0,135,1,0,0,10000000,1,1443,147393,F,EDGE-MS,1,1,13,1
1760267700,100,0,0,2097304,41488,2,0,0,6,1,0,0,10000000,48944,1084400,2,0,0,6,1,82,0,10000000,48416,2095280,0,0,135,1,0,0,10000000,1,1504,153356,F,EDGE-MS,1,1,13,1
1760267760,100,0,0,2073931,41821,2,0,0,6,1,0,0,10000000,49443,1083523,2,0,0,6,1,0,0,10000000,49224,2076291,0,0,135,1,0,0,10000000,1,1563,159367,F,EDGE-MS,1,1,13,1
1760267820,100,0,0,2050557,42155,2,0,0,6,1,0,0,10000000,49941,1082645,2,0,0,6,1,0,0,10000000,50032,2057301,0,0,135,1,0,0,10000000,1,1623,165381,H,EDGE-MS,1,1,13,1
1760267880,100,0,0,2027184,42488,2,0,0,6,1,0,0,10000000,50440,1081768,2,0,0,6,1,80,0,10000000,50840,2038312,0,0,135,1,0,0,10000000,1,1683,171380,H,EDGE-MS,1,1,13,1
1760267940,100,0,0,2023835,42149,2,0,0,6,1,0,0,10000000,49917,1082741,2,0,0,6,1,0,0,10000000,50179,2033189,0,0,135,1,0,0,10000000,1,1744,177490,F,EDGE-MS,1,1,13,1
1760268000,100,0,0,2020485,41811,2,0,0,6,1,0,0,10000000,49395,1083715,2,0,0,6,1,0,0,10000000,49517,2028067,0,0,135,1,0,0,10000000,1,1804,183393,F,EDGE-MS,1,1,13,1
1760268060,100,0,0,2017136,41472,2,0,0,6,1,0,0,10000000,48872,1084688,2,0,0,6,1,77,0,10000000,48856,2022944,0,0,135,1,0,0,10000000,1,1863,189403,F,EDGE-MS,1,1,13,1
1760268120,100,0,0,1936155,41307,2,0,0,6,1,0,0,10000000,48715,1080408,2,0,0,6,1,0,0,10000000,48611,1941557,0,0,135,1,0,0,10000000,1,1923,195604,F,EDGE-MS,1,1,13,1
1760268180,100,0,0,1855173,41141,2,0,0,6,1,0,0,10000000,48557,1076128,2,0,0,6,1,0,0,10000000,48365,1860171,0,0,135,1,0,0,10000000,1,1984,201363,H,EDGE-MS,1,1,13,1
1760268240,100,0,0,1774192,40976,2,0,0,6,1,0,0,10000000,48400,1071848,2,0,0,6,1,58,0,10000000,48120,1778784,0,0,135,1,0,0,10000000,1,2043,207407,H,EDGE-MS,1,1,13,1
1760268300,100,0,0,1765896,40928,2,0,0,6,1,0,0,10000000,48187,1071731,2,0,0,6,1,0,0,10000000,48088,1767829,0,0,135,1,0,0,10000000,1,2103,213388,F,EDGE-MS,1,1,13,1
1760268360,100,0,0,1757600,40880,2,0,0,6,1,0,0,10000000,47973,1071613,2,0,0,6,1,0,0,10000000,48056,1756875,0,0,135,1,0,0,10000000,1,2164,219478,F,EDGE-MS,1,1,13,1
1760268420,100,0,0,1749304,40832,2,0,0,6,1,0,0,10000000,47760,1071496,2,0,0,6,1,55,0,10000000,48024,1745920,0,0,135,1,0,0,10000000,1,2228,225434,F,EDGE-MS,1,1,13,1
1760268480,100,0,0,1874616,40872,2,0,0,6,1,0,0,10000000,48691,1068003,2,0,0,6,1,0,0,10000000,48701,1886944,0,0,135,1,0,0,10000000,1,2284,231393,F,EDGE-MS,1,1,13,1
1760268540,100,0,0,1999928,40912,2,0,0,6,1,0,0,10000000,49621,1064509,2,0,0,6,1,0,0,10000000,49379,2027968,0,0,135,1,0,0,10000000,1,2343,237358,H,EDGE-MS,1,1,13,1
1760268600,100,0,0,2125240,40952,2,0,0,6,1,2,0,10000000,50552,1061016,2,0,0,6,1,90,0,10000000,50056,2168992,0,0,135,1,0,0,10000000,1,2403,243410,H,EDGE-MS,1,1,13,1
1760268660,100,0,0,2280893,41325,2,0,0,6,1,0,0,10000000,50133,1071627,2,0,0,6,1,0,0,10000000,49789,2303576,0,0,135,1,0,0,10000000,1,2463,243410,F,EDGE-MS,1,1,13,1
1760268720,100,0,0,2436547,41699,2,0,0,6,1,0,0,10000000,49715,1082237,2,0,0,6,1,0,0,10000000,49523,2438160,0,0,135,1,0,0,10000000,1,2560,256086,F,EDGE-MS,1,1,13,1
1760268780,100,0,0,2592200,42072,2,0,0,6,1,0,0,10000000,49296,1092848,2,0,0,6,1,122,0,10000000,49256,2572744,0,0,135,1,0,0,10000000,1,2583,261411,F,EDGE-MS,1,1,13,1
1760268840,100,0,0,2632157,41827,2,0,0,6,1,0,0,10000000,49075,1094592,2,0,0,6,1,0,0,10000000,48997,2621413,0,0,135,1,0,0,10000000,1,2643,267371,F,EDGE-MS,1,1,13,1
1760268900,100,0,0,2672115,41581,2,0,0,6,1,0,0,10000000,48853,1096336,2,0,0,6,1,0,0,10000000,48739,2670083,0,0,135,1,0,0,10000000,1,2703,273383,F,EDGE-MS,1,1,13,1
1760268960,100,0,0,2712072,41336,2,0,0,6,1,0,0,10000000,48632,1098080,2,0,0,6,1,133,0,10000000,48480,2718752,0,0,135,1,0,0,10000000,1,2763,279414,F,EDGE-MS,1,1,13,1
1760269020,100,0,0,2727405,41128,2,0,0,6,1,0,0,10000000,48368,1090579,2,0,0,6,1,0,0,10000000,48251,2734587,0,0,135,1,0,0,10000000,1,2823,285745,F,EDGE-MS,1,1,13,1
1760269080,100,0,0,2742739,40920,2,0,0,6,1,0,0,10000000,48104,1083077,2,0,0,6,1,0,0,10000000,48021,2750421,0,0,135,1,0,0,10000000,1,2883,291348,F,EDGE-MS,1,1,13,1
1760269140,100,0,0,2758072,40712,2,0,0,6,1,0,0,10000000,47840,1075576,2,0,0,6,1,139,0,10000000,47792,2766256,0,0,135,1,0,0,10000000,1,2947,297370,F,EDGE-MS,1,1,13,1
1760269200,100,0,0,2709317,40645,2,0,0,6,1,0,0,10000000,47768,1072784,2,0,0,6,1,0,0,10000000,47544,2717128,0,0,135,1,0,0,10000000,1,3003,297370,F,EDGE-MS,1,1,13,1
1760269260,100,0,0,2660563,40579,2,0,0,6,1,0,0,10000000,47696,1069992,2,0,0,6,1,0,0,10000000,47296,2668000,0,0,135,1,0,0,10000000,1,3068,306822,F,EDGE-MS,1,1,13,1
1760269320,100,0,0,2611808,40512,2,0,0,6,1,0,0,10000000,47624,1067200,2,0,0,6,1,128,0,10000000,47048,2618872,0,0,135,1,0,0,10000000,1,3123,315449,H,EDGE-MS,1,1,13,1
1760269380,100,0,0,2641459,40792,2,0,0,6,1,0,0,10000000,47968,1070419,2,0,0,6,1,0,0,10000000,47709,2648997,0,0,135,1,0,0,10000000,1,3184,315449,H,EDGE-MS,1,1,13,1
1760269440,100,0,0,2671109,41072,2,0,0,6,1,0,0,10000000,48312,1073637,2,0,0,6,1,0,0,10000000,48371,2679123,0,0,135,1,0,0,10000000,1,3261,326173,H,EDGE-MS,1,1,13,1
1760269500,100,0,0,2700760,41352,2,0,0,6,1,0,0,10000000,48656,1076856,2,0,0,6,1,133,0,10000000,49032,2709248,0,0,135,1,0,0,10000000,1,3307,333403,H,EDGE-MS,1,1,13,1
1760269560,100,0,0,2757419,41669,2,0,0,6,1,0,0,10000000,49013,1097808,2,0,0,6,1,0,0,10000000,49208,2754480,0,0,135,1,0,0,10000000,1,3363,339357,H,EDGE-MS,1,1,13,1
1760269620,100,0,0,2814077,41987,2,0,0,6,1,0,0,10000000,49371,1118760,2,0,0,6,1,0,0,10000000,49384,2799712,0,0,135,1,0,0,10000000,1,3428,345376,H,EDGE-MS,1,1,13,1
1760269680,100,0,0,2870736,42304,2,0,0,6,1,0,0,10000000,49728,1139712,2,0,0,6,1,143,0,10000000,49560,2844944,0,0,135,1,0,0,10000000,1,3483,351435,H,EDGE-MS,1,1,13,1
1760269740,100,0,0,2858920,42016,2,0,0,6,1,0,0,10000000,49451,1132307,2,0,0,6,1,0,0,10000000,49277,2855413,0,0,135,1,0,0,10000000,1,3543,357395,H,EDGE-MS,1,1,13,1
1760269800,100,0,0,2847104,41728,2,0,0,6,1,0,0,10000000,49173,1124901,2,0,0,6,1,0,0,10000000,48995,2865883,0,0,135,1,0,0,10000000,1,3609,363400,H,EDGE-MS,1,1,13,1
1760269860,100,0,0,2835288,41440,2,0,0,6,1,0,0,10000000,48896,1117496,2,0,0,6,1,143,0,10000000,48712,2876352,0,0,135,1,0,0,10000000,1,3669,369409,H,EDGE-MS,1,1,13,1
1760269920,100,0,0,2800965,41472,2,0,0,6,1,0,0,10000000,48859,1110632,2,0,0,6,1,0,0,10000000,48725,2830829,0,0,135,1,0,0,10000000,1,3724,375464,H,EDGE-MS,1,1,13,1
1760269980,100,0,0,2766643,41504,2,0,0,6,1,0,0,10000000,48821,1103768,2,0,0,6,1,0,0,10000000,48739,2785307,0,0,135,1,0,0,10000000,1,3784,381402,H,EDGE-MS,1,1,13,1
1760270040,100,0,0,2732320,41536,2,0,0,6,1,0,0,10000000,48784,1096904,2,0,0,6,1,135,0,10000000,48752,2739784,0,0,135,1,0,0,10000000,1,3843,387421,H,EDGE-MS,1,1,13,1
1760270100,100,0,0,2789971,41824,2,0,0,6,1,0,0,10000000,49283,1100853,2,0,0,6,1,0,0,10000000,49227,2797568,0,0,135,1,0,0,10000000,1,3903,393404,H,EDGE-MS,1,1,13,1
1760270160,100,0,0,2847621,42112,2,0,0,6,1,0,0,10000000,49781,1104803,2,0,0,6,1,0,0,10000000,49701,2855352,0,0,135,1,0,0,10000000,1,3963,399365,H,EDGE-MS,1,1,13,1
1760270220,100,0,0,2905272,42400,2,0,0,6,1,0,0,10000000,50280,1108752,2,0,0,6,1,148,0,10000000,50176,2913136,0,0,135,1,0,0,10000000,1,4023,406000,H,EDGE-MS,1,1,13,1
1760270280,100,0,0,3024968,42605,2,0,0,6,1,0,0,10000000,50216,1116907,2,0,0,6,1,0,0,10000000,49949,3019867,0,0,135,1,0,0,10000000,1,4087,411361,H,EDGE-MS,1,1,13,1
1760270340,100,0,0,3144664,42811,2,0,0,6,1,0,0,10000000,50152,1125061,2,0,0,6,1,0,0,10000000,49723,3126597,0,0,135,1,0,0,10000000,1,4143,417417,H,EDGE-MS,1,1,13,1
1760270400,100,0,0,3264360,43016,2,0,0,6,1,0,0,10000000,50088,1133216,2,0,0,6,1,176,0,10000000,49496,3233328,0,0,135,1,0,0,10000000,1,4204,423560,H,EDGE-MS,1,1,13,1
1760270460,100,0,0,3158632,41685,2,0,0,6,1,0,0,10000000,48875,1115861,2,0,0,6,1,0,0,10000000,48563,3153680,0,0,135,1,0,0,10000000,1,4265,429463,H,EDGE-MS,1,1,13,1
1760270520,100,0,0,3052904,40355,2,0,0,6,1,0,0,10000000,47661,1098507,2,0,0,6,1,0,0,10000000,47629,3074032,0,0,135,1,0,0,10000000,1,4324,435465,H,EDGE-MS,1,1,13,1
1760270580,100,0,0,2947176,39024,2,0,0,6,1,0,0,10000000,46448,1081152,2,0,0,6,1,157,0,10000000,46696,2994384,0,0,135,1,0,0,10000000,1,4384,442062,H,EDGE-MS,1,1,13,1
1760270640,100,0,0,2811435,39824,2,0,0,6,1,0,0,10000000,47067,1101411,2,0,0,6,1,0,0,10000000,47160,2847515,0,0,135,1,0,0,10000000,1,4444,447406,H,EDGE-MS,1,1,13,1
1760270700,100,0,0,2675693,40624,2,0,0,6,1,0,0,10000000,47685,1121669,2,0,0,6,1,0,0,10000000,47624,2700645,0,0,135,1,0,0,10000000,1,4504,453429,H,EDGE-MS,1,1,13,1
1760270760,100,0,0,2539952,41424,2,0,0,6,1,0,0,10000000,48304,1141928,2,0,0,6,1,114,0,10000000,48088,2553776,0,0,135,1,0,0,10000000,1,4564,459453,H,EDGE-MS,1,1,13,1
1760270820,100,0,0,2244141,40245,2,0,0,6,1,0,0,10000000,47093,1142936,2,0,0,6,1,0,0,10000000,46928,2254144,0,0,135,1,0,0,10000000,1,4624,465478,H,EDGE-MS,1,1,13,1
1760270880,100,0,0,1948331,39067,2,0,0,6,1,0,0,10000000,45883,1143944,2,0,0,6,1,0,0,10000000,45768,1954512,0,0,135,1,0,0,10000000,1,4685,471498,H,EDGE-MS,1,1,13,1
1760270940,100,0,0,1652520,37888,2,0,0,6,1,0,0,10000000,44672,1144952,2,0,0,6,1,42,0,10000000,44608,1654880,0,0,135,1,0,0,10000000,1,4744,477470,H,EDGE-MS,1,1,13,1
1760271000,100,0,0,1696360,38363,2,0,0,6,1,0,0,10000000,45189,1144923,2,0,0,6,1,0,0,10000000,45147,1699523,0,0,135,1,0,0,10000000,1,4804,483450,H,EDGE-MS,1,1,13,1
1760271060,100,0,0,1740200,38837,2,0,0,6,1,0,0,10000000,45707,1144893,2,0,0,6,1,0,0,10000000,45685,1744165,0,0,135,1,0,0,10000000,1,4864,489400,H,EDGE-MS,1,1,13,1
1760271120,100,0,0,1784040,39312,2,0,0,6,1,0,0,10000000,46224,1144864,2,0,0,6,1,53,0,10000000,46224,1788808,0,0,135,1,0,0,10000000,1,4924,495487,H,EDGE-MS,1,1,13,1
1760271180,100,0,0,1780065,39270,2,0,0,6,1,0,0,10000000,46169,1142397,2,0,0,6,1,0,0,10000000,46169,1784824,0,0,135,1,0,0,10000000,1,4984,501438,H,EDGE-MS,1,1,13,1
1760271240,100,0,0,1776091,39228,2,0,0,6,1,0,0,10000000,46114,1139931,2,0,0,6,1,0,0,10000000,46113,1780839,0,0,135,1,0,0,10000000,1,5043,507464,H,EDGE-MS,1,1,13,1
1760271300,100,0,0,1772116,39187,2,0,0,6,1,0,0,10000000,46059,1137464,2,0,0,6,1,0,0,10000000,46058,1776855,0,0,135,1,0,0,10000000,0,5104,507464,H,EDGE-MS,1,1,13,1
1760295780,0,1,0.009473333,150492,22149,2,0,0,6,1,0,0,10000000,23645,131104,2,0,0,6,1,0,0,10000000,23510,151265,0,0,135,1,0,0,10000000,1,185,18504,H,EDGE-MS,1,1,13,1
1760295840,0,1,0.00851,146517,22108,2,0,0,6,1,0,0,10000000,23590,128637,2,0,0,6,1,0,0,10000000,23455,147281,0,0,135,1,0,0,10000000,1,215,25327,H,EDGE-MS,1,1,13,1
1760295900,0,1,0.038733333,142543,22066,2,0,0,6,1,0,0,10000000,23535,126171,2,0,0,6,1,0,0,10000000,23399,143296,0,0,135,1,0,0,10000000,1,275,30584,H,EDGE-MS,1,1,13,1
1760295960,0,1,0.012566667,138568,22024,2,0,0,6,1,0,0,10000000,23480,123704,2,0,0,6,1,1,0,10000000,23344,139312,0,0,135,1,0,0,10000000,1,336,36552,H,EDGE-MS,1,1,13,1
1760296020,0,1,0.01565,93323,15720,2,0,0,6,1,0,0,10000000,16792,83491,2,0,0,6,1,0,0,10000000,16635,93869,0,0,135,1,0,0,10000000,1,395,43828,H,EDGE-MS,1,1,13,1
1760296080,0,1,0.0149,48077,9416,2,0,0,6,1,0,0,10000000,10104,43277,2,0,0,6,1,0,0,10000000,9925,48427,0,0,135,1,0,0,10000000,1,455,48537,H,EDGE-MS,1,1,13,1
1760296140,0,1,0.007116667,2832,3112,2,0,0,6,1,0,0,10000000,3416,3064,2,0,0,6,1,0,0,10000000,3216,2984,0,0,135,1,0,0,10000000,1,515,54541,H,EDGE-MS,1,1,13,1
1760296200,0,1,0.010533333,7653,3573,2,0,0,6,1,0,0,10000000,3840,7923,2,0,0,6,1,0,0,10000000,3712,7851,0,0,135,1,0,0,10000000,1,575,61555,H,EDGE-MS,1,1,13,1
1760296260,0,1,0.0115,12475,4035,2,0,0,6,1,0,0,10000000,4264,12781,2,0,0,6,1,0,0,10000000,4208,12717,0,0,135,1,0,0,10000000,1,635,66603,H,EDGE-MS,1,1,13,1
1760296320,0,1,0.010973333,17296,4496,2,0,0,6,1,0,0,10000000,4688,17640,2,0,0,6,1,0,0,10000000,4704,17584,0,0,135,1,0,0,10000000,1,695,72658,H,EDGE-MS,1,1,13,1
1760296380,0,1,0.00573,12395,3859,2,0,0,6,1,0,0,10000000,4093,12688,2,0,0,6,1,0,0,10000000,4005,12619,0,0,135,1,0,0,10000000,1,756,78609,H,EDGE-MS,1,1,13,1
1760296440,0,1,0.008793333,7493,3221,2,0,0,6,1,0,0,10000000,3499,7736,2,0,0,6,1,0,0,10000000,3307,7653,0,0,135,1,0,0,10000000,1,816,84649,H,EDGE-MS,1,1,13,1
1760296500,0,1,0.011296667,2592,2584,2,0,0,6,1,0,0,10000000,2904,2784,2,0,0,6,1,0,0,10000000,2608,2688,0,0,135,1,0,0,10000000,1,876,90628,H,EDGE-MS,1,1,13,1
1760296560,0,1,0.016526667,2640,2619,2,0,0,6,1,0,0,10000000,2859,2891,2,0,0,6,1,0,0,10000000,2669,2773,0,0,135,1,0,0,10000000,1,935,96581,F,EDGE-MS,1,1,13,1
1760296620,0,1,0.00717,2688,2653,2,0,0,6,1,0,0,10000000,2813,2997,2,0,0,6,1,0,0,10000000,2731,2859,0,0,135,1,0,0,10000000,1,995,102564,F,EDGE-MS,1,1,13,1
1760296680,0,1,0.00813,2736,2688,2,0,0,6,1,0,0,10000000,2768,3104,2,0,0,6,1,0,0,10000000,2792,2944,0,0,135,1,0,0,10000000,1,1055,108616,F,EDGE-MS,1,1,13,1
1760296740,0,1,0.009363333,2869,2717,2,0,0,6,1,0,0,10000000,2832,3173,2,0,0,6,1,0,0,10000000,2805,3075,0,0,135,1,0,0,10000000,1,1116,114577,H,EDGE-MS,1,1,13,1
1760296800,0,1,0.012476667,3003,2747,2,0,0,6,1,0,0,10000000,2896,3243,2,0,0,6,1,0,0,10000000,2819,3205,0,0,135,1,0,0,10000000,1,1175,120558,H,EDGE-MS,1,1,13,1
1760296860,0,1,0.01075,3136,2776,2,0,0,6,1,0,0,10000000,2960,3312,2,0,0,6,1,0,0,10000000,2832,3336,0,0,135,1,0,0,10000000,1,1235,126555,H,EDGE-MS,1,1,13,1
1760296920,0,1,0.00842,2899,2661,2,0,0,6,1,0,0,10000000,2797,3109,2,0,0,6,1,0,0,10000000,2675,3053,0,0,135,1,0,0,10000000,1,1295,132630,H,EDGE-MS,1,1,13,1
1760296980,0,1,0.009193333,2661,2547,2,0,0,6,1,0,0,10000000,2635,2907,2,0,0,6,1,0,0,10000000,2517,2771,0,0,135,1,0,0,10000000,1,1356,138604,H,EDGE-MS,1,1,13,1
1760297040,0,1,0.013966667,2424,2432,2,0,0,6,1,0,0,10000000,2472,2704,2,0,0,6,1,0,0,10000000,2360,2488,0,0,135,1,0,0,10000000,1,1416,144578,H,EDGE-MS,1,1,13,1
1760297100,0,1,0.011593333,2669,2637,2,0,0,6,1,0,0,10000000,2728,2931,2,0,0,6,1,0,0,10000000,2629,2792,0,0,135,1,0,0,10000000,1,1475,150568,H,EDGE-MS,1,1,13,1
1760297160,0,1,0.00886,2915,2843,2,0,0,6,1,0,0,10000000,2984,3157,2,0,0,6,1,0,0,10000000,2899,3096,0,0,135,1,0,0,10000000,1,1535,156562,H,EDGE-MS,1,1,13,1
1760297220,0,1,0.009596667,3160,3048,2,0,0,6,1,0,0,10000000,3240,3384,2,0,0,6,1,0,0,10000000,3168,3400,0,0,135,1,0,0,10000000,1,1595,162604,H,EDGE-MS,1,1,13,1
1760297280,0,1,0.006656667,3091,3275,2,0,0,6,1,0,0,10000000,3507,3341,2,0,0,6,1,0,0,10000000,3389,3299,0,0,135,1,0,0,10000000,1,1656,168619,H,EDGE-MS,1,1,13,1
